Id_cost,city,category,item,avg_price_egp,min_price_egp,max_price_egp
1024,Ismailia,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),383.33,350,500
1025,Ismailia,Markets,Apples (1 kg),72.11,40,110
1026,Ismailia,Markets,Bananas (1 kg),28.33,20,50
1027,Ismailia,Markets,Oranges (1 kg),21.67,10,35
1028,Ismailia,Markets,Tomatoes (1 kg),17.04,10,25
1029,Ismailia,Markets,Potatoes (1 kg),17.08,7,30
1030,Ismailia,Markets,Onions (1 kg),18.57,10,30
1031,Ismailia,Markets,Lettuce (1 Head),12,5,30
1032,Ismailia,Markets,Bottled Water (1.5 Liter),10,8,12
1033,Ismailia,Markets,Bottle of Wine (Mid-Range),300,150,500
1034,Ismailia,Markets,Domestic Beer (0.5 Liter Bottle),55,50,90
1035,Ismailia,Markets,Imported Beer (0.33 Liter Bottle),100,45,160
1036,Ismailia,Markets,"Cigarettes (Pack of 20, Marlboro)",100,70,150
1037,Ismailia,Transportation,One-Way Ticket (Local Transport),13,6,20
1038,Ismailia,Transportation,Monthly Public Transport Pass (Regular Price),200,,
1039,Ismailia,Transportation,Taxi Start (Standard Tariff),20,12,50
1040,Ismailia,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
1041,Ismailia,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,500
1042,Ismailia,Transportation,Gasoline (1 Liter),19.03,15,24
1043,Ismailia,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1500000,1500000,1800000
1044,Ismailia,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),800000,800000,1700000
1045,Ismailia,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1758.62
1046,Ismailia,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,1200
1047,Ismailia,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",400,200,1000
1048,Ismailia,Sports And Leisure,Monthly Fitness Club Membership,533.33,400,700
1049,Ismailia,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",1000,,
1050,Ismailia,Sports And Leisure,Cinema Ticket (International Release),100,50,150
1051,Ismailia,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",3500,2000,5000
1052,Ismailia,Childcare,"International Primary School, Annual Tuition per Child",62500,25000,308661.93
1053,Ismailia,Clothing And Shoes,Jeans (Levi's 501 or Similar),700,300,3000
1054,Ismailia,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),500,500,4000
1055,Ismailia,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
1056,Ismailia,Clothing And Shoes,Men's Leather Business Shoes,1500,700,5000
1057,Ismailia,Rent Per Month,1 Bedroom Apartment in City Centre,4166.67,3500,5000
1058,Ismailia,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1666.67,1000,2000
1059,Ismailia,Rent Per Month,3 Bedroom Apartment in City Centre,6500,5000,7500
1060,Ismailia,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4000,3000,5000
1061,Ismailia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,25000,,
1062,Ismailia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,7000,4000,10000
1063,Ismailia,Salaries And Financing,Average Monthly Net Salary (After Tax),5500,,
1064,Ismailia,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
1065,Kafr El Sheikh,Restaurants,Meal at an Inexpensive Restaurant,160,100,300
1066,Kafr El Sheikh,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",450,450,3955.85
1067,Kafr El Sheikh,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),170,170,300
1068,Kafr El Sheikh,Restaurants,Domestic Draft Beer (0.5 Liter),77.5,50,150
1069,Kafr El Sheikh,Restaurants,Imported Beer (0.33 Liter Bottle),65,65,210
1070,Kafr El Sheikh,Restaurants,Cappuccino (Regular Size),50,30,150
1071,Kafr El Sheikh,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",17,15,30
1072,Kafr El Sheikh,Restaurants,Bottled Water (0.33 Liter),4,4,10
1073,Kafr El Sheikh,Markets,"Milk (Regular, 1 Liter)",35,30,67
1074,Kafr El Sheikh,Markets,Fresh White Bread (500 g Loaf),25,10,55
1075,Kafr El Sheikh,Markets,White Rice (1 kg),35.12,23,50
1076,Kafr El Sheikh,Markets,"Eggs (12, Large Size)",72,60,84
1077,Kafr El Sheikh,Markets,Local Cheese (1 kg),135,50,200
1078,Kafr El Sheikh,Markets,Chicken Fillets (1 kg),200,170,249
1079,Kafr El Sheikh,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),410.83,350,495
1080,Kafr El Sheikh,Markets,Apples (1 kg),60,30,100
1081,Kafr El Sheikh,Markets,Bananas (1 kg),30,25,50
1082,Kafr El Sheikh,Markets,Oranges (1 kg),21.67,10,30
1083,Kafr El Sheikh,Markets,Tomatoes (1 kg),17.67,5,40
1084,Kafr El Sheikh,Markets,Potatoes (1 kg),24,10,35
1085,Kafr El Sheikh,Markets,Onions (1 kg),25,15,30
1086,Kafr El Sheikh,Markets,Lettuce (1 Head),12.4,5,24
1087,Kafr El Sheikh,Markets,Bottled Water (1.5 Liter),10,7,15
1088,Kafr El Sheikh,Markets,Bottle of Wine (Mid-Range),225,200,280
1089,Kafr El Sheikh,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55,90
1090,Kafr El Sheikh,Markets,Imported Beer (0.33 Liter Bottle),85,85,85
1091,Kafr El Sheikh,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
1092,Kafr El Sheikh,Transportation,Taxi Start (Standard Tariff),15,15,50
1093,Kafr El Sheikh,Transportation,Taxi 1 km (Standard Tariff),15,6,20
1094,Kafr El Sheikh,Transportation,Taxi 1 Hour Waiting (Standard Tariff),250,250,250
1095,Kafr El Sheikh,Transportation,Gasoline (1 Liter),18.54,13,24
1096,Kafr El Sheikh,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
1097,Kafr El Sheikh,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000,1700000
1098,Kafr El Sheikh,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",400,400,1342.11
1099,Kafr El Sheikh,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",403.33,300,500
1100,Kafr El Sheikh,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",625,250,2000
1101,Kafr El Sheikh,Sports And Leisure,Monthly Fitness Club Membership,350,,
1102,Kafr El Sheikh,Sports And Leisure,Cinema Ticket (International Release),250,150,350
1103,Kafr El Sheikh,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000,6000
1104,Kafr El Sheikh,Childcare,"International Primary School, Annual Tuition per Child",123750,95000,150000
1105,Kafr El Sheikh,Clothing And Shoes,Jeans (Levi's 501 or Similar),500,300,1000
1106,Kafr El Sheikh,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),3125,1500,5000
1107,Kafr El Sheikh,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250,2500,15000
1108,Kafr El Sheikh,Clothing And Shoes,Men's Leather Business Shoes,1000,1000,5000
1109,Kafr El Sheikh,Rent Per Month,1 Bedroom Apartment in City Centre,2500,,
1110,Kafr El Sheikh,Rent Per Month,3 Bedroom Apartment in City Centre,10000,,
1111,Kafr El Sheikh,Rent Per Month,3 Bedroom Apartment Outside of City Centre,8500,,
1112,Kafr El Sheikh,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,15,25
1113,Luxor,Restaurants,Meal at an Inexpensive Restaurant,200,125,311.01
1114,Luxor,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",2000,1000,4354.12
1115,Luxor,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),195,180,435.41
1116,Luxor,Restaurants,Domestic Draft Beer (0.5 Liter),112.2,60,186.61
1117,Luxor,Restaurants,Imported Beer (0.33 Liter Bottle),165.8,90,360
1118,Luxor,Restaurants,Cappuccino (Regular Size),70,15,200
1119,Luxor,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15,15,62.2
1120,Luxor,Restaurants,Bottled Water (0.33 Liter),8.74,5,15
1121,Luxor,Markets,"Milk (Regular, 1 Liter)",45,45,52.74
1122,Luxor,Markets,Fresh White Bread (500 g Loaf),31.22,10,60.66
1123,Luxor,Markets,White Rice (1 kg),33.25,23,100
1124,Luxor,Markets,"Eggs (12, Large Size)",100.37,64,144
1125,Luxor,Markets,Local Cheese (1 kg),155.2,50,400
1126,Luxor,Markets,Chicken Fillets (1 kg),300.37,190,400
1127,Luxor,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),506.86,480,527.45
1128,Luxor,Markets,Apples (1 kg),76.33,52.74,86
1129,Luxor,Markets,Bananas (1 kg),26.46,15,80
1130,Luxor,Markets,Oranges (1 kg),22.33,15.82,25
1131,Luxor,Markets,Tomatoes (1 kg),21.25,13,42.2
1132,Luxor,Markets,Potatoes (1 kg),18.75,9,30
1133,Luxor,Markets,Onions (1 kg),20.2,9,42.2
1134,Luxor,Markets,Lettuce (1 Head),14.71,10,15.82
1135,Luxor,Markets,Bottled Water (1.5 Liter),9.25,6,10.55
1136,Luxor,Markets,Bottle of Wine (Mid-Range),388.72,250,527.45
1137,Luxor,Markets,Domestic Beer (0.5 Liter Bottle),64.73,40,94.19
1138,Luxor,Markets,Imported Beer (0.33 Liter Bottle),90,65.93,120
1139,Luxor,Markets,"Cigarettes (Pack of 20, Marlboro)",80,80,130
1140,Luxor,Transportation,One-Way Ticket (Local Transport),3.5,,
1141,Luxor,Transportation,Taxi Start (Standard Tariff),50,50,50
1142,Luxor,Transportation,Taxi 1 km (Standard Tariff),10.25,10,16
1143,Luxor,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,100,100
1144,Luxor,Transportation,Gasoline (1 Liter),16.5,12,24
1145,Luxor,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
1146,Luxor,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1000000,1000000,1150000
1147,Luxor,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1202.02,566.67,2445.44
1148,Luxor,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",150,100,527.45
1149,Luxor,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",325,310,1100
1150,Luxor,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",500,,
1151,Luxor,Sports And Leisure,Cinema Ticket (International Release),180.49,150,210.98
1152,Luxor,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5274.47,5274.47,5274.47
1153,Luxor,Childcare,"International Primary School, Annual Tuition per Child",31646.81,31646.81,31646.81
1154,Luxor,Clothing And Shoes,Jeans (Levi's 501 or Similar),1074.01,622.02,1700
1155,Luxor,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1750,1000,2500
1156,Luxor,Clothing And Shoes,Men's Leather Business Shoes,1500,1500,1500
1157,Luxor,Rent Per Month,1 Bedroom Apartment Outside of City Centre,15000,,
1158,Luxor,Salaries And Financing,Average Monthly Net Salary (After Tax),3500,,
1159,Shebin El Kom,Restaurants,Meal at an Inexpensive Restaurant,392.5,285,500
1160,Shebin El Kom,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,,
1161,Shebin El Kom,Restaurants,Domestic Draft Beer (0.5 Liter),100,,
1162,Shebin El Kom,Restaurants,Imported Beer (0.33 Liter Bottle),200,,
1163,Shebin El Kom,Restaurants,Cappuccino (Regular Size),150,,
1164,Shebin El Kom,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",150,,
1165,Shebin El Kom,Restaurants,Bottled Water (0.33 Liter),10,,
1166,Shebin El Kom,Markets,"Milk (Regular, 1 Liter)",40,,
1167,Shebin El Kom,Markets,White Rice (1 kg),40,,
1168,Shebin El Kom,Markets,"Eggs (12, Large Size)",48,,
1169,Shebin El Kom,Markets,Local Cheese (1 kg),80,,
1170,Shebin El Kom,Markets,Chicken Fillets (1 kg),120,,
1171,Shebin El Kom,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),400,,
1172,Shebin El Kom,Markets,Apples (1 kg),100,,
1173,Shebin El Kom,Markets,Bananas (1 kg),40,,
1174,Shebin El Kom,Markets,Oranges (1 kg),30,,
1175,Shebin El Kom,Markets,Tomatoes (1 kg),20,,
1176,Shebin El Kom,Markets,Potatoes (1 kg),25,,
1177,Shebin El Kom,Markets,Onions (1 kg),20,,
1178,Shebin El Kom,Markets,Lettuce (1 Head),30,,
1179,Shebin El Kom,Markets,Bottled Water (1.5 Liter),10,,
1180,Shebin El Kom,Markets,Bottle of Wine (Mid-Range),300,,
1181,Shebin El Kom,Markets,Domestic Beer (0.5 Liter Bottle),57.5,50,65
1182,Shebin El Kom,Markets,Imported Beer (0.33 Liter Bottle),100,,
1183,Shebin El Kom,Markets,"Cigarettes (Pack of 20, Marlboro)",120,,
1184,Shebin El Kom,Transportation,One-Way Ticket (Local Transport),40,,
1185,Shebin El Kom,Transportation,Taxi Start (Standard Tariff),20,,
1186,Shebin El Kom,Transportation,Gasoline (1 Liter),20,,
1187,Shebin El Kom,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1200,,
1188,Shebin El Kom,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",100,,
1189,Shebin El Kom,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",400,,
1190,Shebin El Kom,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",300,,
1191,Shebin El Kom,Sports And Leisure,Cinema Ticket (International Release),150,,
1192,Shebin El Kom,Childcare,"International Primary School, Annual Tuition per Child",20000,,
1193,Shebin El Kom,Clothing And Shoes,Jeans (Levi's 501 or Similar),1500,,
1194,Shebin El Kom,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1600,,
1195,Shebin El Kom,Clothing And Shoes,Nike Running Shoes (Mid-Range),7000,,
1196,Shebin El Kom,Clothing And Shoes,Men's Leather Business Shoes,1000,,
1197,Minya,Restaurants,Meal at an Inexpensive Restaurant,150,100,300
1198,Minya,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",400,400,3955.85
1199,Minya,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245,200,300
1200,Minya,Restaurants,Domestic Draft Beer (0.5 Liter),60,50,150
1201,Minya,Restaurants,Imported Beer (0.33 Liter Bottle),150,95,210
1202,Minya,Restaurants,Cappuccino (Regular Size),68,30,150
1203,Minya,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",19.56,15,30
1204,Minya,Restaurants,Bottled Water (0.33 Liter),5.5,5,10
1205,Minya,Markets,"Milk (Regular, 1 Liter)",41.67,20,70
1206,Minya,Markets,Fresh White Bread (500 g Loaf),10,10,55
1207,Minya,Markets,White Rice (1 kg),32.5,23,50
1208,Minya,Markets,"Eggs (12, Large Size)",70,60,84
1209,Minya,Markets,Local Cheese (1 kg),135,50,200
1210,Minya,Markets,Chicken Fillets (1 kg),200,170,249
1211,Minya,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),370,340,495
1212,Minya,Markets,Apples (1 kg),40,30,100
1213,Minya,Markets,Bananas (1 kg),26.67,20,50
1214,Minya,Markets,Oranges (1 kg),21.67,10,40
1215,Minya,Markets,Tomatoes (1 kg),17.67,5,40
1216,Minya,Markets,Potatoes (1 kg),17.5,10,35
1217,Minya,Markets,Onions (1 kg),20,15,30
1218,Minya,Markets,Lettuce (1 Head),12.4,5,24
1219,Minya,Markets,Bottled Water (1.5 Liter),10,7,15
1220,Minya,Markets,Bottle of Wine (Mid-Range),225,200,250
1221,Minya,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55,90
1222,Minya,Markets,Imported Beer (0.33 Liter Bottle),85,85,85
1223,Minya,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
1224,Minya,Transportation,One-Way Ticket (Local Transport),10,5,40
1225,Minya,Transportation,Taxi Start (Standard Tariff),14,13,50
1226,Minya,Transportation,Taxi 1 km (Standard Tariff),7.5,5,20
1227,Minya,Transportation,Taxi 1 Hour Waiting (Standard Tariff),40,40,40
1228,Minya,Transportation,Gasoline (1 Liter),17,13,24
1229,Minya,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
1230,Minya,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000,1700000
1231,Minya,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",936.55,578,1700
1232,Minya,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",316.67,100,500
1233,Minya,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",1000,700,2000
1234,Minya,Sports And Leisure,Monthly Fitness Club Membership,366.67,300,500
1235,Minya,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",250,200,300
1236,Minya,Sports And Leisure,Cinema Ticket (International Release),250,150,350
1237,Minya,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000,6000
1238,Minya,Childcare,"International Primary School, Annual Tuition per Child",123750,95000,150000
1239,Minya,Clothing And Shoes,Jeans (Levi's 501 or Similar),500,300,1000
1240,Minya,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2000,1500,5000
1241,Minya,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250,2500,15000
1242,Minya,Clothing And Shoes,Men's Leather Business Shoes,2575,1000,5000
1243,Minya,Rent Per Month,1 Bedroom Apartment in City Centre,5000,3000,8000
1244,Minya,Rent Per Month,1 Bedroom Apartment Outside of City Centre,3500,2000,6000
1245,Minya,Rent Per Month,3 Bedroom Apartment in City Centre,8000,6000,10000
1246,Minya,Rent Per Month,3 Bedroom Apartment Outside of City Centre,5333.33,4000,8000
1247,Minya,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,25000,20000,30000
1248,Minya,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,13500,12000,15000
1249,Minya,Salaries And Financing,Average Monthly Net Salary (After Tax),4000,,
1250,Minya,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,15,25
1251,Cairo,Restaurants,Meal at an Inexpensive Restaurant,200,115,500
1252,Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,2500
1253,Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,250,350
1254,Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,54,200
1255,Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,250
1256,Cairo,Restaurants,Cappuccino (Regular Size),64.12,30,120
1257,Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
1258,Cairo,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
1259,Cairo,Markets,"Milk (Regular, 1 Liter)",47.5,43,50
1260,Cairo,Markets,Fresh White Bread (500 g Loaf),36.25,12.5,60
1261,Cairo,Markets,White Rice (1 kg),35,30,40
1262,Cairo,Markets,"Eggs (12, Large Size)",76,36,84
1263,Cairo,Markets,Local Cheese (1 kg),208.12,80,280
1264,Cairo,Markets,Chicken Fillets (1 kg),285,180,375
1265,Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),460,400,500
1266,Cairo,Markets,Apples (1 kg),72.11,40,100
1267,Cairo,Markets,Bananas (1 kg),33.82,25,50
1268,Cairo,Markets,Oranges (1 kg),27,16,35
1269,Cairo,Markets,Tomatoes (1 kg),19,8,25
1270,Cairo,Markets,Potatoes (1 kg),20,10,30
1271,Cairo,Markets,Onions (1 kg),18.57,10,30
1272,Cairo,Markets,Lettuce (1 Head),10,5,15
1273,Cairo,Markets,Bottled Water (1.5 Liter),10.12,9,12
1274,Cairo,Markets,Bottle of Wine (Mid-Range),300,150,600
1275,Cairo,Markets,Domestic Beer (0.5 Liter Bottle),65,60,90
1276,Cairo,Markets,Imported Beer (0.33 Liter Bottle),92.5,45,160
1277,Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",100,85,120
1278,Cairo,Transportation,One-Way Ticket (Local Transport),13.5,12,15
1279,Cairo,Transportation,Monthly Public Transport Pass (Regular Price),350,,
1280,Cairo,Transportation,Taxi Start (Standard Tariff),30,20,50
1281,Cairo,Transportation,Taxi 1 km (Standard Tariff),9,8,12
1282,Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),200,100,240
1283,Cairo,Transportation,Gasoline (1 Liter),19.24,15,24
1284,Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1600000,1800000
1285,Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1400000,1150000,1700000
1286,Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1700,1062.5,1700
1287,Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",435,300,570
1288,Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",720.33,450,1000
1289,Cairo,Sports And Leisure,Monthly Fitness Club Membership,1200,,
1290,Cairo,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",100,,
1291,Cairo,Sports And Leisure,Cinema Ticket (International Release),150,150,150
1292,Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,3000,5000
1293,Cairo,Childcare,"International Primary School, Annual Tuition per Child",111363.64,100000,308661.93
1294,Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,750,3000
1295,Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,1500,3000
1296,Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),6083.33,4000,7000
1297,Cairo,Clothing And Shoes,Men's Leather Business Shoes,3000,1000,5000
1298,Cairo,Rent Per Month,1 Bedroom Apartment in City Centre,20000,,
1299,Cairo,Rent Per Month,1 Bedroom Apartment Outside of City Centre,15000,,
1300,Cairo,Rent Per Month,3 Bedroom Apartment in City Centre,40000,,
1301,Cairo,Rent Per Month,3 Bedroom Apartment Outside of City Centre,35000,,
1302,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,50000,,
1303,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,20000,,
1304,Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),9500,,
1305,Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",11.4,9,24
1306,New Cairo,Restaurants,Meal at an Inexpensive Restaurant,200,100,500
1307,New Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1200,800,2500
1308,New Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,250,350
1309,New Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),90,54,200
1310,New Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),150,100,250
1311,New Cairo,Restaurants,Cappuccino (Regular Size),95.36,50,140
1312,New Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",19.92,15,50
1313,New Cairo,Restaurants,Bottled Water (0.33 Liter),7.44,5,20
1314,New Cairo,Markets,"Milk (Regular, 1 Liter)",49.33,43,55
1315,New Cairo,Markets,Fresh White Bread (500 g Loaf),30.35,10,47
1316,New Cairo,Markets,White Rice (1 kg),37.33,34,40
1317,New Cairo,Markets,"Eggs (12, Large Size)",77.28,36,108
1318,New Cairo,Markets,Local Cheese (1 kg),222,50,280
1319,New Cairo,Markets,Chicken Fillets (1 kg),285.83,225,375
1320,New Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),460,400,550
1321,New Cairo,Markets,Apples (1 kg),91.67,70,100
1322,New Cairo,Markets,Bananas (1 kg),33.67,25,50
1323,New Cairo,Markets,Oranges (1 kg),27,20,30
1324,New Cairo,Markets,Tomatoes (1 kg),19.51,5,25
1325,New Cairo,Markets,Potatoes (1 kg),22.27,10,37
1326,New Cairo,Markets,Onions (1 kg),28.7,9,44.09
1327,New Cairo,Markets,Lettuce (1 Head),9.2,5,15
1328,New Cairo,Markets,Bottled Water (1.5 Liter),12.5,9,20
1329,New Cairo,Markets,Bottle of Wine (Mid-Range),450,300,600
1330,New Cairo,Markets,Domestic Beer (0.5 Liter Bottle),65,,
1331,New Cairo,Markets,Imported Beer (0.33 Liter Bottle),92.5,65,120
1332,New Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",100,85,110
1333,New Cairo,Transportation,One-Way Ticket (Local Transport),15,10,20
1334,New Cairo,Transportation,Taxi Start (Standard Tariff),30,20,60
1335,New Cairo,Transportation,Taxi 1 km (Standard Tariff),9,5,12
1336,New Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),200,100,300
1337,New Cairo,Transportation,Gasoline (1 Liter),19.24,15,24
1338,New Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1600000,1690000
1339,New Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1400000,1150000,1650000
1340,New Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",2221.49,1062.5,6000
1341,New Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",488.12,300,1000
1342,New Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",720.33,450,1200
1343,New Cairo,Sports And Leisure,Monthly Fitness Club Membership,1535.42,600,3000
1344,New Cairo,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",333.33,100,500
1345,New Cairo,Sports And Leisure,Cinema Ticket (International Release),170,150,200
1346,New Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",8000,6000,13000
1347,New Cairo,Childcare,"International Primary School, Annual Tuition per Child",236498.3,120000,500000
1348,New Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),2400,1000,3000
1349,New Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2866.67,2600,3000
1350,New Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),6083.33,5000,7000
1351,New Cairo,Clothing And Shoes,Men's Leather Business Shoes,3000,1000,5000
1352,New Cairo,Rent Per Month,1 Bedroom Apartment in City Centre,16000,12000,20000
1353,New Cairo,Rent Per Month,1 Bedroom Apartment Outside of City Centre,12750,8000,18000
1354,New Cairo,Rent Per Month,3 Bedroom Apartment in City Centre,28500,18000,35000
1355,New Cairo,Rent Per Month,3 Bedroom Apartment Outside of City Centre,18975,14000,25000
