Id_cost,city,category,item,avg_price_egp,min_price_egp,max_price_egp
331,Assiut,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,,
332,Assiut,Transportation,Gasoline (1 Liter),22,20,24
333,Assiut,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",750,,
334,Assiut,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",350,300,400
335,Assiut,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",950,,
336,Assiut,Sports And Leisure,Monthly Fitness Club Membership,700,500,900
337,Assiut,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",240,,
338,Assiut,Sports And Leisure,Cinema Ticket (International Release),125,100,150
339,Assiut,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",3500,,
340,Assiut,Childcare,"International Primary School, Annual Tuition per Child",35000,25000,45000
341,Assiut,Clothing And Shoes,Jeans (Levi's 501 or Similar),600,,
342,Assiut,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1200,,
343,Assiut,Clothing And Shoes,Nike Running Shoes (Mid-Range),3000,,
344,Assiut,Clothing And Shoes,Men's Leather Business Shoes,2500,,
345,Assiut,Rent Per Month,1 Bedroom Apartment in City Centre,5000,,
346,Assiut,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4000,,
347,Assiut,Rent Per Month,3 Bedroom Apartment in City Centre,9000,,
348,Assiut,Rent Per Month,3 Bedroom Apartment Outside of City Centre,7000,,
349,Assiut,Salaries And Financing,Average Monthly Net Salary (After Tax),6000,,
350,Assiut,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",10,,
351,Banha,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
352,Banha,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",500,412,1500
353,Banha,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),225,200,250
354,Banha,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
355,Banha,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
356,Banha,Restaurants,Cappuccino (Regular Size),40,30,120
357,Banha,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,30
358,Banha,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
359,Banha,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
360,Banha,Markets,Fresh White Bread (500 g Loaf),10,10,120
361,Banha,Markets,White Rice (1 kg),33.52,26,41
362,Banha,Markets,"Eggs (12, Large Size)",61.17,36,72
363,Banha,Markets,Local Cheese (1 kg),80,80,400
364,Banha,Markets,Chicken Fillets (1 kg),220.62,180,250
365,Banha,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),300,300,500
366,Banha,Markets,Apples (1 kg),72.11,40,90
367,Banha,Markets,Bananas (1 kg),33.82,25,50
368,Banha,Markets,Oranges (1 kg),20,10,35
369,Banha,Markets,Tomatoes (1 kg),17.04,10,25
370,Banha,Markets,Potatoes (1 kg),17.08,7,30
371,Banha,Markets,Onions (1 kg),18.57,10,30
372,Banha,Markets,Lettuce (1 Head),14,5,30
373,Banha,Markets,Bottled Water (1.5 Liter),10.12,8,15
374,Banha,Markets,Bottle of Wine (Mid-Range),300,150,500
375,Banha,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
376,Banha,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
377,Banha,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
378,Banha,Transportation,One-Way Ticket (Local Transport),13,,
379,Banha,Transportation,Taxi Start (Standard Tariff),30,20,50
380,Banha,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
381,Banha,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
382,Banha,Transportation,Gasoline (1 Liter),19.03,15,24
383,Banha,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
384,Banha,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
385,Banha,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",600,470,1000
386,Banha,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",147.5,120,500
387,Banha,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
388,Banha,Sports And Leisure,Monthly Fitness Club Membership,566.67,200,1000
389,Banha,Sports And Leisure,Cinema Ticket (International Release),150,100,150
390,Banha,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
391,Banha,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
392,Banha,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
393,Banha,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
394,Banha,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
395,Banha,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
396,Banha,Rent Per Month,1 Bedroom Apartment in City Centre,6000,,
397,Banha,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4000,,
398,Banha,Rent Per Month,3 Bedroom Apartment in City Centre,6666.67,4000,10000
399,Banha,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4333.33,3000,6000
400,Banha,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,50000,,
401,Banha,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,25000,,
402,Banha,Salaries And Financing,Average Monthly Net Salary (After Tax),7666.67,,
403,Banha,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",16,14,24
404,Banha,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
405,Banha,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",600,500,1500
406,Banha,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),150,150,250
407,Banha,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
408,Banha,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
409,Banha,Restaurants,Cappuccino (Regular Size),25,25,120
410,Banha,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,25
411,Banha,Restaurants,Bottled Water (0.33 Liter),5,5,10
412,Banha,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
413,Banha,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
414,Banha,Markets,White Rice (1 kg),33.52,26,40
415,Banha,Markets,"Eggs (12, Large Size)",61.17,36,120
416,Banha,Markets,Local Cheese (1 kg),100,80,400
417,Banha,Markets,Chicken Fillets (1 kg),220.62,180,250
418,Banha,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),470.26,400,500
419,Banha,Markets,Apples (1 kg),72.11,40,90
420,Banha,Markets,Bananas (1 kg),25,25,50
421,Banha,Markets,Oranges (1 kg),22.69,10,35
422,Banha,Markets,Tomatoes (1 kg),17.04,10,25
423,Banha,Markets,Potatoes (1 kg),17.08,7,30
424,Banha,Markets,Onions (1 kg),18.57,10,30
425,Banha,Markets,Lettuce (1 Head),14,5,30
426,Banha,Markets,Bottled Water (1.5 Liter),10.12,8,12
427,Banha,Markets,Bottle of Wine (Mid-Range),300,150,500
428,Banha,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
429,Banha,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
430,Banha,Markets,"Cigarettes (Pack of 20, Marlboro)",70,60,150
431,Banha,Transportation,Taxi Start (Standard Tariff),30,20,50
432,Banha,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
433,Banha,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,100
434,Banha,Transportation,Gasoline (1 Liter),19.03,15,24
435,Banha,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
436,Banha,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1400000,1200000,1700000
437,Banha,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1000
438,Banha,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",120,120,500
439,Banha,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
440,Banha,Sports And Leisure,Cinema Ticket (International Release),150,100,150
441,Banha,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
442,Banha,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,720000
443,Banha,Clothing And Shoes,Jeans (Levi's 501 or Similar),350,350,3000
444,Banha,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),600,600,4000
445,Banha,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
446,Banha,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
447,Banha,Rent Per Month,3 Bedroom Apartment in City Centre,7500,,
448,Banha,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
449,Beni Suef,Restaurants,Meal at an Inexpensive Restaurant,185,120,500
450,Beni Suef,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
451,Beni Suef,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245,200,250
452,Beni Suef,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,120
453,Beni Suef,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
454,Beni Suef,Restaurants,Cappuccino (Regular Size),40,30,120
455,Beni Suef,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
456,Beni Suef,Restaurants,Bottled Water (0.33 Liter),6.5,3,10
457,Beni Suef,Markets,"Milk (Regular, 1 Liter)",41,38,50
458,Beni Suef,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
459,Beni Suef,Markets,White Rice (1 kg),23,23,40
460,Beni Suef,Markets,"Eggs (12, Large Size)",61.17,36,72
461,Beni Suef,Markets,Local Cheese (1 kg),208.12,80,400
462,Beni Suef,Markets,Chicken Fillets (1 kg),175,175,250
463,Beni Suef,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),340,340,500
464,Beni Suef,Markets,Apples (1 kg),65,40,90
465,Beni Suef,Markets,Bananas (1 kg),30,25,50
466,Beni Suef,Markets,Oranges (1 kg),22.69,10,35
467,Beni Suef,Markets,Tomatoes (1 kg),17.04,10,25
468,Beni Suef,Markets,Potatoes (1 kg),8,7,30
469,Beni Suef,Markets,Onions (1 kg),18.57,10,30
470,Beni Suef,Markets,Lettuce (1 Head),5,5,30
471,Beni Suef,Markets,Bottled Water (1.5 Liter),10,8,12
472,Beni Suef,Markets,Bottle of Wine (Mid-Range),300,150,500
473,Beni Suef,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
474,Beni Suef,Markets,Imported Beer (0.33 Liter Bottle),120,45,160
475,Beni Suef,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
476,Beni Suef,Transportation,One-Way Ticket (Local Transport),14.5,4,25
477,Beni Suef,Transportation,Taxi Start (Standard Tariff),18.5,17,50
478,Beni Suef,Transportation,Taxi 1 km (Standard Tariff),18.5,10,30
479,Beni Suef,Transportation,Taxi 1 Hour Waiting (Standard Tariff),30,30,100
480,Beni Suef,Transportation,Gasoline (1 Liter),18,15,24
481,Beni Suef,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
482,Beni Suef,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1400000,1200000,1700000
483,Beni Suef,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1020
484,Beni Suef,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",320,150,500
485,Beni Suef,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
486,Beni Suef,Sports And Leisure,Cinema Ticket (International Release),150,100,150
487,Beni Suef,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,10000
488,Beni Suef,Childcare,"International Primary School, Annual Tuition per Child",90000,70000,308661.93
489,Beni Suef,Clothing And Shoes,Jeans (Levi's 501 or Similar),600,600,3000
490,Beni Suef,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1750,800,4000
491,Beni Suef,Clothing And Shoes,Nike Running Shoes (Mid-Range),4500,3500,12000
492,Beni Suef,Clothing And Shoes,Men's Leather Business Shoes,2500,700,5000
493,Beni Suef,Rent Per Month,1 Bedroom Apartment in City Centre,3750,2500,5000
494,Beni Suef,Rent Per Month,1 Bedroom Apartment Outside of City Centre,2000,1500,2500
495,Beni Suef,Rent Per Month,3 Bedroom Apartment in City Centre,6750,4500,9000
496,Beni Suef,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4500,3000,6000
497,Beni Suef,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,27500,25000,30000
498,Beni Suef,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,13750,12500,15000
499,Beni Suef,Salaries And Financing,Average Monthly Net Salary (After Tax),6166.67,,
500,Beni Suef,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17,14,24
501,Cairo,Restaurants,Meal at an Inexpensive Restaurant,250,100,600
502,Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1500,750,3000
503,Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,250,350
504,Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),100,55,200
505,Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),120,100,200
506,Cairo,Restaurants,Cappuccino (Regular Size),95.38,45,150
507,Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",18.64,15,30
508,Cairo,Restaurants,Bottled Water (0.33 Liter),8.71,6,15
509,Cairo,Markets,"Milk (Regular, 1 Liter)",48.51,40,55
510,Cairo,Markets,Fresh White Bread (500 g Loaf),36.54,20,100
511,Cairo,Markets,White Rice (1 kg),38.28,29,45
512,Cairo,Markets,"Eggs (12, Large Size)",68.55,54,96
513,Cairo,Markets,Local Cheese (1 kg),214.65,100,450
514,Cairo,Markets,Chicken Fillets (1 kg),241.05,120,350
515,Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),468.62,400,550
516,Cairo,Markets,Apples (1 kg),96.01,50,130
517,Cairo,Markets,Bananas (1 kg),40.69,30,58
518,Cairo,Markets,Oranges (1 kg),31.83,15,50
519,Cairo,Markets,Tomatoes (1 kg),19.24,8,35
520,Cairo,Markets,Potatoes (1 kg),18.54,10,30
521,Cairo,Markets,Onions (1 kg),20.72,12,33.07
522,Cairo,Markets,Lettuce (1 Head),15.16,5,22
523,Cairo,Markets,Bottled Water (1.5 Liter),10.93,9,15
524,Cairo,Markets,Bottle of Wine (Mid-Range),400,300,600
525,Cairo,Markets,Domestic Beer (0.5 Liter Bottle),71.46,40,120
526,Cairo,Markets,Imported Beer (0.33 Liter Bottle),109.41,60,160
527,Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",100,95,115
528,Cairo,Transportation,One-Way Ticket (Local Transport),18,15,25
529,Cairo,Transportation,Monthly Public Transport Pass (Regular Price),400,300,800
530,Cairo,Transportation,Taxi Start (Standard Tariff),20,15,50
531,Cairo,Transportation,Taxi 1 km (Standard Tariff),11,8,25
532,Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,30,100
533,Cairo,Transportation,Gasoline (1 Liter),20.76,18,24
534,Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1950000
535,Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1451578.95,1300000,1600000
536,Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1282.5,700,2000
537,Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",358.28,200,600
538,Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",563.08,350,1000
539,Cairo,Sports And Leisure,Monthly Fitness Club Membership,1156.09,400,3000
540,Cairo,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",350,200,500
541,Cairo,Sports And Leisure,Cinema Ticket (International Release),200,150,350
542,Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5324.56,2916.67,8000
543,Cairo,Childcare,"International Primary School, Annual Tuition per Child",144791.67,75000,485251.16
544,Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),1876.19,650,4000
545,Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,1000,3000
546,Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),5825,3000,10000
547,Cairo,Clothing And Shoes,Men's Leather Business Shoes,3166.67,1500,6000
548,Cairo,Rent Per Month,1 Bedroom Apartment in City Centre,11550.75,6000,20000
549,Cairo,Rent Per Month,1 Bedroom Apartment Outside of City Centre,9205.88,5000,20000
550,Cairo,Rent Per Month,3 Bedroom Apartment in City Centre,25000,14000,50000
551,Cairo,Rent Per Month,3 Bedroom Apartment Outside of City Centre,15695.65,9000,33000
552,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,43333.33,25000,100000
553,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,25000,15000,40000
554,Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),9218.36,,
555,Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8,27.5
556,Dahab,Restaurants,Meal at an Inexpensive Restaurant,200,200,500
557,Dahab,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,550,1000
558,Dahab,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,250,250
559,Dahab,Restaurants,Domestic Draft Beer (0.5 Liter),100,50,150
560,Dahab,Restaurants,Imported Beer (0.33 Liter Bottle),125,100,150
561,Dahab,Restaurants,Cappuccino (Regular Size),81.67,65,100
562,Dahab,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",25,20,30
563,Dahab,Restaurants,Bottled Water (0.33 Liter),13.67,6,20
564,Dahab,Markets,"Milk (Regular, 1 Liter)",52,49,55
565,Dahab,Markets,Fresh White Bread (500 g Loaf),60,50,70
566,Dahab,Markets,White Rice (1 kg),37.5,35,40
567,Dahab,Markets,"Eggs (12, Large Size)",70,60,78
568,Dahab,Markets,Local Cheese (1 kg),550,,
569,Dahab,Markets,Chicken Fillets (1 kg),200,150,250
570,Dahab,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),550,,
571,Dahab,Markets,Apples (1 kg),120,90,150
572,Dahab,Markets,Bananas (1 kg),77.5,40,115
573,Dahab,Markets,Oranges (1 kg),35,,
574,Dahab,Markets,Tomatoes (1 kg),30,,
575,Dahab,Markets,Potatoes (1 kg),30,,
576,Dahab,Markets,Onions (1 kg),30,,
577,Dahab,Markets,Lettuce (1 Head),45,,
578,Dahab,Markets,Bottled Water (1.5 Liter),10,10,10
579,Dahab,Markets,Bottle of Wine (Mid-Range),350,,
580,Dahab,Markets,Domestic Beer (0.5 Liter Bottle),85,,
581,Dahab,Markets,"Cigarettes (Pack of 20, Marlboro)",80,,
582,Dahab,Transportation,One-Way Ticket (Local Transport),10,,
583,Dahab,Transportation,Monthly Public Transport Pass (Regular Price),400,,
584,Dahab,Transportation,Taxi Start (Standard Tariff),40,30,50
585,Dahab,Transportation,Gasoline (1 Liter),21,17,24
586,Dahab,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",950,400,1500
587,Dahab,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",350,350,350
588,Dahab,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",925,500,1350
589,Dahab,Sports And Leisure,Monthly Fitness Club Membership,800,600,1000
590,Dahab,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",500,,
591,Dahab,Sports And Leisure,Cinema Ticket (International Release),250,,
592,Dahab,Rent Per Month,1 Bedroom Apartment in City Centre,10000,5000,15000
593,Dahab,Rent Per Month,1 Bedroom Apartment Outside of City Centre,6750,3500,10000
594,Dahab,Rent Per Month,3 Bedroom Apartment in City Centre,27500,20000,35000
595,Dahab,Rent Per Month,3 Bedroom Apartment Outside of City Centre,16500,15000,18000
596,Dahab,Salaries And Financing,Average Monthly Net Salary (After Tax),7000,,
597,Damanhur,Restaurants,Meal at an Inexpensive Restaurant,129,100,600
598,Damanhur,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",500,500,3000
599,Damanhur,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),190,180,350
600,Damanhur,Restaurants,Domestic Draft Beer (0.5 Liter),40,40,200
601,Damanhur,Restaurants,Imported Beer (0.33 Liter Bottle),80,80,200
602,Damanhur,Restaurants,Cappuccino (Regular Size),43.33,25,150
603,Damanhur,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.67,10,30
604,Damanhur,Restaurants,Bottled Water (0.33 Liter),5.75,5,15
605,Damanhur,Markets,"Milk (Regular, 1 Liter)",48.51,25,75
606,Damanhur,Markets,Fresh White Bread (500 g Loaf),36.54,20,100
607,Damanhur,Markets,White Rice (1 kg),25,25,45
608,Damanhur,Markets,"Eggs (12, Large Size)",54,36,96
609,Damanhur,Markets,Local Cheese (1 kg),200,100,450
610,Damanhur,Markets,Chicken Fillets (1 kg),163.33,120,350
611,Damanhur,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),416.67,400,550
612,Damanhur,Markets,Apples (1 kg),50,50,130
613,Damanhur,Markets,Bananas (1 kg),40,30,58
614,Damanhur,Markets,Oranges (1 kg),27.5,15,50
615,Damanhur,Markets,Tomatoes (1 kg),19.24,8,35
616,Damanhur,Markets,Potatoes (1 kg),15,10,30
617,Damanhur,Markets,Onions (1 kg),17.5,12,33.07
618,Damanhur,Markets,Lettuce (1 Head),10,5,22
619,Damanhur,Markets,Bottled Water (1.5 Liter),10.93,9,20
620,Damanhur,Markets,Bottle of Wine (Mid-Range),400,300,600
621,Damanhur,Markets,Domestic Beer (0.5 Liter Bottle),60,40,120
622,Damanhur,Markets,Imported Beer (0.33 Liter Bottle),109.41,60,160
623,Damanhur,Markets,"Cigarettes (Pack of 20, Marlboro)",100,95,115
624,Damanhur,Transportation,Monthly Public Transport Pass (Regular Price),450,,
625,Damanhur,Transportation,Taxi Start (Standard Tariff),15,15,50
626,Damanhur,Transportation,Taxi 1 km (Standard Tariff),11,8,25
627,Damanhur,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,30,100
628,Damanhur,Transportation,Gasoline (1 Liter),20.76,17,24
629,Damanhur,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1950000
630,Damanhur,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1451578.95,1300000,1600000
631,Damanhur,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",900,600,2000
632,Damanhur,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",300,200,600
633,Damanhur,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",563.08,350,1000
634,Damanhur,Sports And Leisure,Monthly Fitness Club Membership,325,300,350
635,Damanhur,Sports And Leisure,Cinema Ticket (International Release),200,150,350
636,Damanhur,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5324.56,2916.67,8000
637,Damanhur,Childcare,"International Primary School, Annual Tuition per Child",144791.67,75000,485005.6
638,Damanhur,Clothing And Shoes,Jeans (Levi's 501 or Similar),1876.19,650,4000
639,Damanhur,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,1000,3000
640,Damanhur,Clothing And Shoes,Nike Running Shoes (Mid-Range),5825,3000,10000
641,Damanhur,Clothing And Shoes,Men's Leather Business Shoes,3166.67,1500,6000
642,Damanhur,Rent Per Month,1 Bedroom Apartment in City Centre,3000,3000,3000
643,Damanhur,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1750,1500,2000
644,Damanhur,Rent Per Month,3 Bedroom Apartment in City Centre,5250,5000,5500
645,Damanhur,Rent Per Month,3 Bedroom Apartment Outside of City Centre,3000,3000,3000
646,Damanhur,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,25000,,
647,Damanhur,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,10000,,
648,Damanhur,Salaries And Financing,Average Monthly Net Salary (After Tax),6000,,
649,Damanhur,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8,27.5
650,Damietta,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
651,Damietta,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",600,500,1500
652,Damietta,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,300
653,Damietta,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,150
654,Damietta,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,350
655,Damietta,Restaurants,Cappuccino (Regular Size),57.5,15,120
656,Damietta,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
657,Damietta,Restaurants,Bottled Water (0.33 Liter),6.53,5,12
658,Damietta,Markets,"Milk (Regular, 1 Liter)",34.5,28,50
659,Damietta,Markets,Fresh White Bread (500 g Loaf),16.67,10,120
660,Damietta,Markets,White Rice (1 kg),33.52,26,40
661,Damietta,Markets,"Eggs (12, Large Size)",61.17,36,72
662,Damietta,Markets,Local Cheese (1 kg),96,65,400
663,Damietta,Markets,Chicken Fillets (1 kg),146.25,80,250
664,Damietta,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),430,380,500
665,Damietta,Markets,Apples (1 kg),70.83,40,90
666,Damietta,Markets,Bananas (1 kg),32,25,50
667,Damietta,Markets,Oranges (1 kg),20,10,50
668,Damietta,Markets,Tomatoes (1 kg),17.04,6,40
669,Damietta,Markets,Potatoes (1 kg),17.08,7,30
670,Damietta,Markets,Onions (1 kg),11.75,5,30
671,Damietta,Markets,Lettuce (1 Head),13.75,5,30
672,Damietta,Markets,Bottled Water (1.5 Liter),10.12,5,15
673,Damietta,Markets,Bottle of Wine (Mid-Range),300,150,1000
674,Damietta,Markets,Domestic Beer (0.5 Liter Bottle),66,50,120
675,Damietta,Markets,Imported Beer (0.33 Liter Bottle),100,45,160
676,Damietta,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
677,Damietta,Transportation,One-Way Ticket (Local Transport),4.75,4.5,5
678,Damietta,Transportation,Monthly Public Transport Pass (Regular Price),217.39,,
679,Damietta,Transportation,Taxi Start (Standard Tariff),20,11.5,50
680,Damietta,Transportation,Taxi 1 km (Standard Tariff),15,10,30
681,Damietta,Transportation,Taxi 1 Hour Waiting (Standard Tariff),20,20,100
