Property_id,category,governorate,city,location_full,location_name,property_type,Title,Business_Type,price_egp,price_period,price_per_sqm,size_sqm,latitude,longitude
73767816,Shop,Cairo,New Cairo,"1st Settlement Post office St., The 1st Settlement, New Cairo City, Cairo",1st Settlement Post office St.,Shop,HOT DEAL | Finished SHOP 180M FOR RENT,General Commercial Shop,180000,monthly,1000,180,30.06746101,31.46055031
68270489,Shop,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Shop,"Shop 67 meters,prime location, Immediate operation",General Commercial Shop,100000,monthly,1492.54,67,30.03129959,30.99361992
73236074,Shop,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Shop,Caf√© / Restaurant directly on the main 90th Street,Restaurant,350000,monthly,972.22,360,30.07310104,31.53912735
73775114,Shop,Cairo,New Cairo,"Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Mohamed Naguib Axis,Shop,Gym for rent-300m-First-Mohamed Naguib Axis,Gym,375000,monthly,1250,300,30.03008652,31.47473145
67728967,Shop,Alexandria,Alexandria,"Al Moaskar Al Romani St., Roushdy, Hay Sharq, Alexandria",Al Moaskar Al Romani St.,Shop,Shop for Rent in Roushdy - 7 m Frontage,General Commercial Shop,110000,monthly,578.95,190,31.22925568,29.9491024
71134254,Shop,Cairo,New Cairo,"Granoy, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Granoy,Shop,Shop for rent for all purposes - Granway Mall,General Commercial Shop,86000,monthly,1457.63,59,30.02072525,31.43012428
71126550,Shop,Giza,6Th Of October,"Park Yard Mall, 1st District, 6 October City, Giza",Park Yard Mall,Shop,Shop For Rent In El Hosary Square,General Commercial Shop,95000,monthly,1187.5,80,29.965868,30.94819069
64646271,Shop,Alexandria,Alexandria,"Al Hedaya Mosque St., Saba Basha, Hay Sharq, Alexandria",Al Hedaya Mosque St.,Shop,licensed commercial suitable for all brands,General Commercial Shop,50000,monthly,257.73,194,31.23610687,29.95205879
67220824,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,„Õ· ··«ÌÃ«— ›Ï «›÷· „àÇ⁄ ›Ï «· Ã„⁄ «·Œ«„”,General Commercial Shop,85000,monthly,1545.45,55,29.97930145,31.43766022
73232970,Shop,Cairo,New Cairo,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",Mostafa Kamel Axis,Shop,Cairo First Mall,General Commercial Shop,21000,monthly,700,30,30.0522747,31.44463348
72717324,Shop,Alexandria,Alexandria,"Al Shahid Mohamed Youssef Ghaly St. (45 Previous), Sidi Beshr, Hay Awal El Montazah, Alexandria",Al Shahid Mohamed Youssef Ghaly St. (45 Previous),Shop,„Õ·  ··«ÌÃ«— ‘«—⁄ 45 «·—¶Ì”Ï ·· àÉÌ·«  à«·®—«ÜØ« ,General Commercial Shop,45000,monthly,450,100,31.25968361,29.98715591
7364011,Shop,Cairo,New Cairo,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",Mostafa Kamel Axis,Shop,Cairo First Mall,General Commercial Shop,20000,monthly,666.67,30,30.0522747,31.44463348
6310220,Shop,Cairo,New Cairo,"The 1st Settlement, New Cairo City, Cairo",The 1st Settlement,Shop,Cairo First Mall - First Settlement,General Commercial Shop,75000,monthly,513.7,146,30.04074669,31.47093773
7493683,Shop,Cairo,New Cairo,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",Mostafa Kamel Axis,Shop,Cairo First Mall - First Settlement,General Commercial Shop,10000,monthly,500,20,30.0522747,31.44463348
73766914,Shop,Cairo,New Cairo,"Mirage City, The 1st Settlement, New Cairo City, Cairo",Mirage City,Shop,"FOR RENT | Shop 200m , Finished , Prime location",General Commercial Shop,200000,monthly,1000,200,30.07556725,31.43722916
72452963,Shop,Giza,Giza,"Shooting Club Street, Dokki, Giza",Shooting Club Street,Shop,Commercial space for rent in the Hunting Club area,General Commercial Shop,30000,monthly,666.67,45,30.04367828,31.20873833
69573877,Shop,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Shop,"Shop67Meters For rent,Main frontage,Prime location",General Commercial Shop,100000,monthly,1492.54,67,30.03129959,30.99361992
71655412,Shop,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Shop,111Meters in prime location-Ready for operation,General Commercial Shop,250000,monthly,2252.25,111,30.03129959,30.99361992
6690274,Shop,Alexandria,Alexandria,"Salah Salem St., El Mansheya, Hay El Gomrok, Alexandria",Salah Salem St.,Shop,Shop for Rent in Raml Station - 22 m Frontage,General Commercial Shop,80000,monthly,412.37,194,31.23436165,29.97811317
72180497,Shop,Giza,6Th Of October,"West Gate, 6 October Compounds, 6 October City, Giza",West Gate,Shop,Hot Deal Shop 68M For Rent In West Gate Mall,General Commercial Shop,40000,monthly,588.24,68,29.95790863,30.91575813
71908418,Shop,Cairo,New Cairo,"Riviera heights, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Riviera heights,Shop,Commercial instant delivery in Riviera Heights 45m,General Commercial Shop,29768,monthly,661.51,45,30.0234108,31.48687363
70624393,Shop,Cairo,New Cairo,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",Bank Center Street,Shop,Shop for rent in the Banks Complex,General Commercial Shop,70000,monthly,1000,70,30.01827621,31.42161369
70373360,Shop,Cairo,New Cairo,"Al Yasmeen Square, El Yasmeen, New Cairo City, Cairo",Al Yasmeen Square,Shop,For rent at the lowest price per square meter in a,General Commercial Shop,80000,monthly,800,100,30.02677917,31.44348145
65916483,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,Prime View BANK For Rent 500K/Month in GOLDEN SQ,General Commercial Shop,500000,monthly,1597.44,313,30.0146637,31.40620613
68269234,Shop,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Shop,shop 500 m rent in a commercial mall in New Cairo,General Commercial Shop,875000,monthly,1750,500,30.07310104,31.53912735
69839127,Shop,Cairo,New Cairo,"Downtown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Downtown,Shop,Retail Space for Rent Downtown Mall New Cairo 200,General Commercial Shop,300000,monthly,1500,200,30.01681709,31.41212654
68268103,Shop,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Shop,111Meters in strategic location-Ready for delivery,General Commercial Shop,250000,monthly,2252.25,111,30.03129959,30.99361992
53730619,Shop,Cairo,Cairo,"Capital East, Nasr City Compounds, Nasr City, Cairo",Capital East,Shop,"35sqm shop for rent - Capital East, Nasr City",General Commercial Shop,15000,monthly,428.57,35,30.0338192,31.35781479
67738245,Shop,Cairo,Cairo,"Gamea Saqr Quraish St., New Maadi, Hay El Maadi, Cairo",Gamea Saqr Quraish St.,Shop,Shops for rent at the lowest price per meter in a,General Commercial Shop,175000,monthly,1060.61,165,29.9852066,31.28484535
67738178,Shop,Cairo,Cairo,"Heliopolis Square, Heliopolis Square, El Nozha, Cairo",Heliopolis Square,Shop,Shops for rent at the lowest price per meter in th,General Commercial Shop,150000,monthly,600,250,30.10805893,31.33824921
66694158,Shop,Alexandria,Alexandria,"Mustafa Kamel, Hay Sharq, Alexandria",Mustafa Kamel,Shop,"Pharmacy for rent, 38 sq m, Mustafa Kamel",Pharmacy,30000,monthly,789.47,38,31.22952271,29.94658852
64131744,Shop,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Shop,"Shop111 meters,Direct Frontage,Immediate operation",General Commercial Shop,250000,monthly,2252.25,111,30.03129959,30.99361992
65920093,Shop,Giza,Sheikh Zayed,"Walk of Cairo, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Walk of Cairo,Shop,Shop for rent 100 sqm in Sheikh Zayed malls,General Commercial Shop,85000,monthly,850,100,30.07733917,30.95166206
73772389,Shop,Cairo,New Cairo,"Street 70, District 1, The 5th Settlement, New Cairo City, Cairo",Street 70,Shop,Shop for rent in the First District SevenStarsMall,General Commercial Shop,37000,monthly,1761.9,21,30.01464272,31.43604469
69575946,Shop,Giza,Sheikh Zayed,"Walk of Cairo, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Walk of Cairo,Shop,"Licensed shop for rent, 98 sqm, private bath",General Commercial Shop,78000,monthly,795.92,98,30.07733917,30.95166206
8577767,Shop,Alexandria,Alexandria,"Abdel Salam Aref St., Glim, Hay Sharq, Alexandria",Abdel Salam Aref St.,Shop,„Õ· ··«ÌÃ«— ›Ï Ã·Ì„ ⁄·Ï «· —«„ „®«‘—© à«Ãá© „„Ì“©,General Commercial Shop,37000,monthly,616.67,60,31.25266075,29.97629166
66423922,Shop,Alexandria,Alexandria,"Al Geish Road, Raml Station, Hay Wasat, Alexandria",Al Geish Road,Shop,„Õ·  Ã«—Ì ··«ÌÃ«—  -   „Õ∑© «·—„·,General Commercial Shop,25000,monthly,925.93,27,31.27973747,30.00946999
6304723,Shop,Cairo,Shorouk,"Al Shorouk Road, 1st Neighborhood, 8th District, Shorouk City, Cairo",Al Shorouk Road,Shop,El Sherouk Mall - El Sherouk City,General Commercial Shop,75000,monthly,394.74,190,30.15883827,31.60006714
72181151,Shop,Cairo,New Cairo,"The 5th Settlement, New Cairo City, Cairo",The 5th Settlement,Shop,"„Õ· ··•ÌÃ«— ®«· Ã„⁄ «·Œ„” ⁄·Ï «·àÃá«° „®«‘— „„Ì“",General Commercial Shop,35000,monthly,1000,35,30.04074669,31.47093773
70878225,Shop,Cairo,New Cairo,"The 5th Settlement, New Cairo City, Cairo",The 5th Settlement,Shop,„Õ· ··•ÌÃ«— ⁄·Ï àÃá« «·„à· „®«—‘ „àÇ⁄  Ã«—Ï „„Ì“,General Commercial Shop,35000,monthly,357.14,98,30.04074669,31.47093773
70878044,Shop,Cairo,New Cairo,"The 5th Settlement, New Cairo City, Cairo",The 5th Settlement,Shop,„Õ· ··•ÌÃ«— ®«· Ã„⁄ «·Œ«„” ⁄·Ï àÃá« «·„à· Øà— «à·,General Commercial Shop,35000,monthly,411.76,85,30.04074669,31.47093773
70355342,Shop,Cairo,New Cairo,"The 5th Settlement, New Cairo City, Cairo",The 5th Settlement,Shop,„Õ· ⁄·Ï à«Ãá «·„à· „®«‘— Øà— «à· „àÇ⁄  Ã«—Ï ÇàÏ,General Commercial Shop,40000,monthly,470.59,85,30.04074669,31.47093773
68800578,Shop,Cairo,New Cairo,"The 1st Settlement, New Cairo City, Cairo",The 1st Settlement,Shop,„Õ· ·•ÌÃ«— ®«· Ã„⁄ «·£à· Øà— «à· ⁄·Ï à«Ãá «·„à·,General Commercial Shop,25000,monthly,277.78,90,30.04074669,31.47093773
74037277,Shop,Giza,Giza,"Mosadak St., Dokki, Giza",Mosadak St.,Shop,Shop For Rent Dokki Main Mosadak Street 500 Sqm,General Commercial Shop,275000,monthly,550,500,30.04009819,31.2078476
74037954,Shop,Cairo,Cairo,"Zahraa Al Maadi St., Degla, Hay El Maadi, Cairo",Zahraa Al Maadi St.,Shop,Commercial Space For Rent| 110m≤| Zahraa .,General Commercial Shop,70000,monthly,636.36,110,29.96552277,31.28015137
74038828,Shop,Cairo,New Cairo,"New Cairo Centre, North Teseen St., The 5th Settlement, New Cairo City, Cairo",New Cairo Centre,Shop,Commercial Shop for Rent - New Cairo,General Commercial Shop,105000,monthly,1750,60,30.02095413,31.42465591
74029596,Shop,Giza,Sheikh Zayed,"Sodic West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Sodic West,Shop,Shop for sale The Strip Mall Dahshur SODIC.,General Commercial Shop,450000,monthly,1363.64,330,30.0762558,30.9474411
74029503,Shop,Giza,Sheikh Zayed,"Sodic West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Sodic West,Shop,Shop For rent The Strip Mall Dahshur SODIC.,General Commercial Shop,275000,monthly,1000,275,30.0762558,30.9474411
74028873,Shop,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Shop,Commercial Space For Rent|100m≤| New Cairo .,General Commercial Shop,150000,monthly,1500,100,30.07310104,31.53912735
74028647,Shop,Giza,Sheikh Zayed,"Sodic West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Sodic West,Shop,Ground floor and first floor independent corner,General Commercial Shop,1500000,monthly,1875,800,30.0762558,30.9474411
74027362,Shop,Giza,Sheikh Zayed,"Silver Gate Mall, 12th District, Sheikh Zayed City, Giza",Silver Gate Mall,Shop,a shop for rent in the heart of Sheikh Zayed,General Commercial Shop,55000,monthly,670.73,82,30.04545593,30.98392487
73776943,Shop,Giza,Hay El Haram,"Al Malek Faisal St., Awel Faisal, Faisal, Hay El Haram, Giza",Al Malek Faisal St.,Shop,Shop for Rent | Prime Location | Faisal,General Commercial Shop,180000,monthly,500,360,30.01032257,31.19050789
73776923,Shop,Cairo,Cairo,"50th Street, Zahraa El Maadi, Hay El Maadi, Cairo",50th Street,Shop,A Shop suitable for major showrooms | Maadi,General Commercial Shop,450000,monthly,375,1200,29.96926117,31.32666779
73774553,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,Clothing store for rent-130m-Ground-Abdel Nasser,General Commercial Shop,168350,monthly,1295,130,29.97930145,31.43766022
73774403,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,Gym for rent-300m-First-Gamal Abdel Nasser Axis,Gym,316250,monthly,1150,275,29.97930145,31.43766022
73773560,Shop,Giza,Sheikh Zayed,"Silver Gate Mall, 12th District, Sheikh Zayed City, Giza",Silver Gate Mall,Shop,Ground Shop For Rent 42 Sqm Silver Gate Zayed city,General Commercial Shop,55000,monthly,1309.52,42,30.04545593,30.98392487
73772568,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,Shop for rent+outdoor direct on 90ST-Best Price,General Commercial Shop,201500,monthly,876.09,230,30.0146637,31.40620613
73771430,Shop,Cairo,Cairo,"50th Street, Zahraa El Maadi, Hay El Maadi, Cairo",50th Street,Shop,"Shop for rent in a prime location on 50th Street,",General Commercial Shop,140000,monthly,400,350,29.96926117,31.32666779
73771428,Shop,Cairo,Cairo,"City Stars, Masaken Al Mohandesin, Nasr City, Cairo",City Stars,Shop,"Shop for rent in a prime location in City Stars,",General Commercial Shop,70000,monthly,1000,70,30.07303619,31.34550858
73771058,Shop,Cairo,Cairo,"Fareed Semeika St., El Hegaz Square, El Nozha, Cairo",Fareed Semeika St.,Shop,Commercial space for rent on Farid Smeika Street,General Commercial Shop,250000,monthly,757.58,330,30.11502838,31.34295082
73765614,Shop,Giza,Sheikh Zayed,"Central Avenue, 2nd District, Sheikh Zayed City, Giza",Central Avenue,Shop,"shop for rent in central avenue,108sqm,view plaza",General Commercial Shop,216000,monthly,2000,108,30.02733231,31.01104546
73765276,Shop,Cairo,Cairo,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",7th Sector,Shop,Shop for rent in the Zahraa El Maadi,General Commercial Shop,50000,monthly,250,200,29.9756813,31.2833271
73764171,Shop,Giza,Sheikh Zayed,"The Courtyard, 12th District, Sheikh Zayed City, Giza",The Courtyard,Shop,Shop in Silver Gate -Overlooking the plaza,General Commercial Shop,40000,monthly,784.31,51,30.04056549,30.99054337
73764151,Shop,Cairo,Mokattam,"Al Ahram St., Al Hadaba Al Olya, Mokattam, Cairo",Al Ahram St.,Shop,Shop for rent Cairo Mokkatam,General Commercial Shop,150000,monthly,187.5,800,30.00951004,31.29983521
73764051,Shop,Giza,Sheikh Zayed,"Silver Gate Mall, 12th District, Sheikh Zayed City, Giza",Silver Gate Mall,Shop,Shop in Silver Gate -Overlooking the plaza,General Commercial Shop,40000,monthly,800,50,30.04545593,30.98392487
73761464,Shop,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Shop,"FOR RENT | Shop 195m , North 90th St - Park Mall",General Commercial Shop,165750,monthly,850,195,30.07310104,31.53912735
73506357,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,Market for rent-145m-Ground-Gamal Abdel Nasser Ax,General Commercial Shop,159500,monthly,1100,145,29.97930145,31.43766022
73506152,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,Gym for rent-300m-First-Gamal Abdel Nasser Axis,Gym,316250,monthly,1150,275,29.97930145,31.43766022
73505729,Shop,Cairo,New Cairo,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",American University Housing District,Shop,Shop for rent 149m in a prime spot on South 90th,General Commercial Shop,372000,monthly,2496.64,149,30.00636864,31.50086594
73504786,Shop,Giza,Giza,"Gameat Al Dewal Al Arabeya St., Mohandessin, Giza",Gameat Al Dewal Al Arabeya St.,Shop,Two-level commercial shop for rent in Mohandiseen,General Commercial Shop,150000,monthly,600,250,30.05359077,31.20247459
73504465,Shop,Giza,6Th Of October,"Golf Central, Cairo Alexandria Desert Road, 6 October City, Giza",Golf Central,Shop,shop 275m for rent in Golf Central palm hills,General Commercial Shop,550000,monthly,2000,275,29.99622154,31.03798866
73504426,Shop,Cairo,New Cairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Mivida,Shop,Finished shop+ACS+Prime location in Medical zone,General Commercial Shop,70000,monthly,2000,35,30.00575066,31.53399849
73504367,Shop,Cairo,Cairo,"Rayhana Residence, Zahraa El Maadi, Hay El Maadi, Cairo",Rayhana Residence,Shop,Shop for rent | Prime Location | Maadi,General Commercial Shop,2500000,monthly,1470.59,1700,29.96037865,31.2900238
73504119,Shop,Giza,Sheikh Zayed,"Walk of Cairo, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Walk of Cairo,Shop,Shop finished for rent in Walk of Cairo on Dahshur,General Commercial Shop,84000,monthly,857.14,98,30.07733917,30.95166206
73504106,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,90m Shop for rent in a prime mall-next to 90st,General Commercial Shop,126000,monthly,1400,90,30.0146637,31.40620613
73503730,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,shop for rent+outdoor space with best price- 90ST,General Commercial Shop,177000,monthly,786.67,225,30.0146637,31.40620613
73503288,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,120m shop for rent -prime location direct on 90ST,General Commercial Shop,144000,monthly,1200,120,30.0146637,31.40620613
73502679,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,Shop for Rent in The Mark Mall -Gamal Abdel Nasser,General Commercial Shop,25000,monthly,714.29,35,29.97930145,31.43766022
73501881,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,149m Shop for Rent - South 90ST-Prime location,General Commercial Shop,208600,monthly,1400,149,30.0146637,31.40620613
73500610,Shop,Cairo,New Cairo,"Sway Mall, Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Sway Mall,Shop,Ground Floor Shop for Rent with Outdoor Space - SW,General Commercial Shop,160200,monthly,1800,89,30.01777267,31.47322655
73499352,Shop,Giza,Sheikh Zayed,"Arkan Palm 205, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Arkan Palm 205,Shop,Retail Unit for Rent Prime Location -El Bostan 205,General Commercial Shop,187000,monthly,2493.33,75,30.02070427,31.00530624
73499006,Shop,Cairo,New Cairo,"Riviera heights, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Riviera heights,Shop,Commercial instant delivery in Riviera Heights 45m,General Commercial Shop,40440,monthly,898.67,45,30.0234108,31.48687363
73498982,Shop,Giza,Sheikh Zayed,"Trivium Zayed, 2nd District, Sheikh Zayed City, Giza",Trivium Zayed,Shop,shop for sale in trivium Zayed very prime location,General Commercial Shop,280000,monthly,1600,175,30.02603531,31.00940895
73497475,Shop,Giza,6Th Of October,"Centrada Plaza, Juhayna Square, 6 October City, Giza",Centrada Plaza,Shop,Shop for  Rent at Centrada Plaza Mall at restauran,General Commercial Shop,50000,monthly,1000,50,30.00835037,30.98380089
73497459,Shop,Cairo,New Cairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Mivida,Shop,Prime Location Ground Floor Retail Shop at Mivida,General Commercial Shop,508000,monthly,2502.46,203,30.00575066,31.53399849
73497440,Shop,Cairo,New Cairo,"South Gate Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",South Gate Mall,Shop,shop 177m for rent in Ninety Walk Fifth Settlement,General Commercial Shop,175500,monthly,1500,117,30.02610016,31.47972679
73495807,Shop,Giza,Sheikh Zayed,"Central Avenue, 2nd District, Sheikh Zayed City, Giza",Central Avenue,Shop,Commercial Retail for rent in Strategic Location,General Commercial Shop,420000,monthly,2000,210,30.02733231,31.01104546
73495268,Shop,Cairo,New Cairo,"Rock Gold Mall, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Rock Gold Mall,Shop,Commercial Space for Rent Rock Mall Prime Location,General Commercial Shop,40000,monthly,1739.13,23,30.02760315,31.52259827
73493740,Shop,Cairo,New Cairo,"Street70, District 2, The 5th Settlement, New Cairo City, Cairo",Street70,Shop,Showroom for Rent Second District-Fifth Settlement,General Commercial Shop,165000,monthly,600,275,30.01462746,31.43605042
73493650,Shop,Cairo,New Cairo,"Sway Mall, Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Sway Mall,Shop,SWAY Mall | Shop For Rent 70m - prime location,General Commercial Shop,100000,monthly,1428.57,70,30.01777267,31.47322655
73493136,Shop,Cairo,Cairo,"Stoda, Sheraton Al Matar, El Nozha, Cairo",Stoda,Shop,Commercial Retail for in Strategic Location,General Commercial Shop,307000,monthly,1598.96,192,30.08880806,31.37830162
73492871,Shop,Cairo,New Cairo,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",Mostafa Kamel Axis,Shop,shop 145 m rent Signature Square Fifth Settlement,General Commercial Shop,130500,monthly,900,145,30.0522747,31.44463348
73492741,Shop,Alexandria,Alexandria,"Ali Zou Al Fekar St., Kafr Abdo, Roushdy, Hay Sharq, Alexandria",Ali Zou Al Fekar St.,Shop,Licensed shop for rent in prime Alexandria area,General Commercial Shop,15000,monthly,441.18,34,31.22645378,29.95147133
73492562,Shop,Cairo,New Cairo,"X Mall, El Banafseg, New Cairo City, Cairo",X Mall,Shop,shop 54 m for rent in X Mall Fifth Settlement,General Commercial Shop,70000,monthly,1296.3,54,30.04331779,31.46768379
73491992,Shop,Cairo,New Cairo,"Youssef Al Sebaey St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",Youssef Al Sebaey St.,Shop,shop 65 m rent on Mohamed Naguib Fifth Settlement,General Commercial Shop,222000,monthly,3415.38,65,30.05812645,31.49949074
73491280,Shop,Cairo,Cairo,"Degla Square, Degla, Hay El Maadi, Cairo",Degla Square,Shop,Shop for Rent in Degla Maadi,General Commercial Shop,80000,monthly,1702.13,47,29.9555912,31.27111626
73490495,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,shop 172 m rent South 90th Street Fifth Settlement,General Commercial Shop,344000,monthly,2000,172,30.0146637,31.40620613
73490047,Shop,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Shop,"shop rent in Fifth Settlement, Gamal Abdel Nasser",General Commercial Shop,75000,monthly,1442.31,52,29.97930145,31.43766022
73489985,Shop,Cairo,New Cairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Mivida,Shop,shop 203 m rent in Mivida Business Park South 90,General Commercial Shop,500000,monthly,2463.05,203,30.00575066,31.53399849
73237069,Shop,Cairo,New Cairo,"Point 90 Mall, South Investors Area, New Cairo City, Cairo",Point 90 Mall,Shop,Caf√© or Restaurant for Rent in a Prime Location,Restaurant,200000,monthly,677.97,295,30.02050591,31.49497795
73236896,Shop,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Shop,Fully finished 185m shop for rent -prime location,General Commercial Shop,127500,monthly,689.19,185,30.07310104,31.53912735
73227761,Shop,Cairo,New Cairo,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",Bank Center Street,Shop,Premium Retail Space for Rent on 90 Street,General Commercial Shop,604800,monthly,1200,504,30.01827621,31.42161369
73227756,Shop,Cairo,New Cairo,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",Bank Center Street,Shop,Shop for rent in Banks Street,General Commercial Shop,450000,monthly,1000,450,30.01827621,31.42161369
72978961,Shop,Cairo,New Cairo,"Sway Mall, Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Sway Mall,Shop,Prime Location Shop for Rent / Sale in Sway Mall,General Commercial Shop,239999,monthly,1578.94,152,30.01777267,31.47322655
72973046,Shop,Cairo,Cairo,"Abou Dawoud Al Zahery St., 6th Zone, Nasr City, Cairo",Abou Dawoud Al Zahery St.,Shop,Commercial Premises for Rent - AbuDawood Al-Zahiri,General Commercial Shop,700000,monthly,933.33,750,30.06052399,31.34575272
72970482,Shop,North Coast,Sidi Abdel Rahman,"Hacienda Bay, Sidi Abdel Rahman, North Coast",Hacienda Bay,Shop,"The Largest Corner Shop for rent, Amazing location",General Commercial Shop,4000000,monthly,17316.02,231,30.95071793,28.78922272
72722834,Shop,Giza,Sheikh Zayed,"Za Mall, Waslet Dahshur Road, Sheikh Zayed City, Giza",Za Mall,Shop,Shop for Rent in ZA Mall - Zayed Entrance 3,General Commercial Shop,50000,monthly,1219.51,41,30.01588821,30.97442245
72721090,Shop,Giza,Sheikh Zayed,"Za Mall, Waslet Dahshur Road, Sheikh Zayed City, Giza",Za Mall,Shop,Retail Shop Suitable for Caf√© or Restaurant,Restaurant,55000,monthly,785.71,70,30.01588821,30.97442245
72720614,Shop,Giza,Sheikh Zayed,"Karma Residence, 16th District, Sheikh Zayed City, Giza",Karma Residence,Shop,Pharmacy for Rent in Mazar Mall - Prime Frontage,Pharmacy,100000,monthly,1000,100,30.05150223,30.95968056
72718137,Shop,Giza,Sheikh Zayed,"Sodic West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Sodic West,Shop,Shop With Ac's Prime Location LandscapeView,General Commercial Shop,139999,monthly,921.05,152,30.0762558,30.9474411
72717298,Shop,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Shop,279m Ground Floor shop with Frontage on 90st,General Commercial Shop,567350,monthly,2033.51,279,30.0146637,31.40620613
72716925,Shop,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Shop,Fully finished 275m shop with prime location-90st,General Commercial Shop,330000,monthly,1200,275,30.07310104,31.53912735
