Property_id,category,governorate,city,location_full,location_name,property_type,Title,Business_Type,price_egp,price_period,price_per_sqm,size_sqm,latitude,longitude
70091602,Restaurant,Cairo,New Cairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Mivida,Restaurant,Finished Caf√© or restaurant in Mivida For rent,Restaurant,400000,monthly,3448.28,116,30.00575066,31.53399849
72720612,Restaurant,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Restaurant,For Rent Prime Retail in Sheikh Zayed on dahshur,General Commercial Shop,155000,monthly,2214.29,70,30.01637077,30.97507668
69840045,Restaurant,Cairo,New Capital,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",Al Maqsad,Restaurant,Restaurant for rent 101 m in Maqsed Special View,Restaurant,50000,monthly,495.05,101,30.03983688,31.69869232
69839927,Restaurant,Cairo,New Capital,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",Al Maqsad,Restaurant,Restaurant for rent 89m in Maqsed Special View,Restaurant,44500,monthly,500,89,30.03983688,31.69869232
69838236,Restaurant,Giza,Sheikh Zayed,"Majarrah, 26th of July Corridor, Sheikh Zayed City, Giza",Majarrah,Restaurant,For Rent: Restaurant / Caf√© in Sheikh Zayed,Restaurant,400000,monthly,1333.33,300,30.05540657,31.07379913
69834575,Restaurant,Cairo,New Cairo,"Central New Cairo, North Teseen St., The 5th Settlement, New Cairo City, Cairo",Central New Cairo,Restaurant,Restaurant 300m Finished - For Rent - North 90th,Restaurant,450000,monthly,1500,300,30.02715492,31.47325516
69834384,Restaurant,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Restaurant,Restaurant 200m≤ - For Rent - South 90th Street,Restaurant,360000,monthly,1800,200,30.0146637,31.40620613
69833538,Restaurant,Cairo,New Cairo,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",Bank Center Street,Restaurant,Cafe for Rent | Prime Opportunity in Leros Mall,Cafe / Coffee Shop,375000,monthly,1041.67,360,30.01827621,31.42161369
69572879,Restaurant,Cairo,New Cairo,"Central New Cairo, North Teseen St., The 5th Settlement, New Cairo City, Cairo",Central New Cairo,Restaurant,Restaurant 350m≤ - For Rent - North 90th Street,Restaurant,495000,monthly,1414.29,350,30.02715492,31.47325516
69572506,Restaurant,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Restaurant,Restaurant 250m≤ - For Rent - South 90th Street,Restaurant,360000,monthly,1440,250,30.0146637,31.40620613
69311744,Restaurant,Cairo,New Cairo,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Village Gardens Katameya,Restaurant,Restaurant with outdoor area for rent in VGK,Restaurant,241500,monthly,1500,161,30.03885269,31.54624748
69311247,Restaurant,Giza,Sheikh Zayed,"Arkan Palm 205, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Arkan Palm 205,Restaurant,Restaurant for rent in Arkan/205 on Bostan-Zayed,Restaurant,462000,monthly,3000,154,30.02070427,31.00530624
69047705,Restaurant,Cairo,New Cairo,"New Cairo Centre, North Teseen St., The 5th Settlement, New Cairo City, Cairo",New Cairo Centre,Restaurant,For Rent Prime Restaurant direct on 90 street,Restaurant,1023000,monthly,1598.44,640,30.02095413,31.42465591
68791800,Restaurant,Cairo,New Cairo,"North Plus Mall, North Teseen St., The 5th Settlement, New Cairo City, Cairo",North Plus Mall,Restaurant,Commercial Unit for Rent Direct North 90,General Commercial Shop,648000,monthly,4500,144,30.02834511,31.4812088
68789783,Restaurant,Giza,Sheikh Zayed,"The Lane, 26th of July Corridor, Sheikh Zayed City, Giza",The Lane,Restaurant,"Restaurant for Rent , Special Price  , The lane",Restaurant,125000,monthly,1388.89,90,30.01826477,31.0098362
68526089,Restaurant,North Coast,Al Alamein,"Downtown, New Alamein City, Al Alamein, North Coast",Downtown,Restaurant,restaurant or caf√© for rent in a prime location,Restaurant,330000,monthly,1500,220,30.85752296,28.91468239
68268000,Restaurant,Giza,Sheikh Zayed,"Park St., 26th of July Corridor, Sheikh Zayed City, Giza",Park St.,Restaurant,Retail / Restaurant / Caf√© for Rent on Mehwar,Restaurant,220000,monthly,2650.6,83,30.0257206,31.01082802
68267995,Restaurant,Giza,Sheikh Zayed,"Majarrah, 26th of July Corridor, Sheikh Zayed City, Giza",Majarrah,Restaurant,Restaurant & Caf√© for Rent Direct on Mehwar,Restaurant,160000,monthly,1882.35,85,30.05540657,31.07379913
68004893,Restaurant,Cairo,Cairo,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",Masaken Sheraton,Restaurant,Ready to move cafe available in a prime location,Cafe / Coffee Shop,180000,monthly,684.41,263,30.10527039,31.37614822
68000046,Restaurant,Cairo,New Cairo,"Maxim, The 1st Settlement, New Cairo City, Cairo",Maxim,Restaurant,Hot Deal | Caf√© & Restaurant FOR RENT Maxim Mall,Restaurant,143000,monthly,953.33,150,30.03192139,31.49918747
67221807,Restaurant,North Coast,Sidi Abdel Rahman,"Hacienda Bay, Sidi Abdel Rahman, North Coast",Hacienda Bay,Restaurant,F&B & RETAIL OPPORTUNITY | LAKE YARD HACIENDA BAY,General Commercial Shop,1100000,monthly,22000,50,30.95071793,28.78922272
67217881,Restaurant,North Coast,Sidi Abdel Rahman,"Hacienda Bay, Sidi Abdel Rahman, North Coast",Hacienda Bay,Restaurant,F&B & RETAIL OPPORTUNITY | LAKE YARD HACIENDA BAY,General Commercial Shop,1100000,monthly,22000,50,30.95071793,28.78922272
66965406,Restaurant,Cairo,New Cairo,"Granoy, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Granoy,Restaurant,F&B Unit Upwyde New Cairo,General Commercial Shop,350000,monthly,2671.76,131,30.02072525,31.43012428
66956963,Restaurant,Giza,6Th Of October,"Golf Central, Cairo Alexandria Desert Road, 6 October City, Giza",Golf Central,Restaurant,F&B with outdoor for rent in Golf Central,General Commercial Shop,492000,monthly,2000,246,29.99622154,31.03798866
64901144,Restaurant,Giza,6Th Of October,"Smart Village, Cairo Alexandria Desert Road, 6 October City, Giza",Smart Village,Restaurant,Retail Shop 64 SQM for Rent - Banks Street,General Commercial Shop,55000,monthly,859.38,64,30.07316017,31.01787376
64636436,Restaurant,Giza,6Th Of October,"West Gate, 6 October Compounds, 6 October City, Giza",West Gate,Restaurant,F&B for rent at westgate business hub 6 october,General Commercial Shop,120000,monthly,745.34,161,29.95790863,30.91575813
63382273,Restaurant,Giza,Sheikh Zayed,"Capital Business Park, 26th of July Corridor, Sheikh Zayed City, Giza",Capital Business Park,Restaurant,"Shop, Showroom, Rest. Capital Business park, 254m",General Commercial Shop,560000,monthly,2204.72,254,30.02540207,31.01024437
73775545,Restaurant,Giza,Sheikh Zayed,"Arkan Plaza, 26th of July Corridor, Sheikh Zayed City, Giza",Arkan Plaza,Restaurant,shop for rent in Arkan plaza with very good price,General Commercial Shop,360000,monthly,2000,180,30.02527237,30.99436188
69560547,Restaurant,Cairo,New Cairo,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",North Teseen St.,Restaurant,Shop 190m for Rent in a Prime Location in 90th st,General Commercial Shop,342000,monthly,1800,190,30.07310104,31.53912735
69560552,Restaurant,Cairo,New Cairo,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",North Teseen St.,Restaurant,Shop 163m for rent in a prime location in North 90,General Commercial Shop,293400,monthly,1800,163,30.07310104,31.53912735
8415288,Restaurant,Cairo,New Cairo,"Mohamed Naguib Axis, Abou El Houl, New Cairo City, Cairo",Mohamed Naguib Axis,Restaurant,Retail Shop for Rent in New Cairo Mall - Prime Gro,General Commercial Shop,25000,monthly,555.56,45,29.98224831,31.4688015
7291175,Restaurant,Cairo,Cairo,"Street 9, Maadi, Hay El Maadi, Cairo",Street 9,Restaurant,Cafe | For rent | Maadi 9 street,Cafe / Coffee Shop,80000,monthly,533.33,150,29.96534348,31.2546463
69825901,Restaurant,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Restaurant,100m Restraunt for rent aslet dahshor sheikh zayed,General Commercial Shop,100000,monthly,1000,100,30.01637077,30.97507668
68798763,Restaurant,Cairo,Downtown,"Maspero Triangle, Downtown, Cairo",Maspero Triangle,Restaurant,Restaurant 399m For Rent | Prime Frontage |Maspero,Restaurant,1200000,monthly,3007.52,399,30.05154419,31.23197746
68535551,Restaurant,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Restaurant,rent finished and furnished caf√© on Waslet Dahshur,General Commercial Shop,300000,monthly,714.29,420,30.01637077,30.97507668
62894466,Restaurant,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Restaurant,Restaurant 40m finished for rent Waslet Dahshur Rd,Restaurant,120000,monthly,3000,40,30.01637077,30.97507668
71646279,Restaurant,Giza,6Th Of October,"Space mall gates, 26th of July Corridor, 6 October City, Giza",Space mall gates,Restaurant,Shop for Rent in Space Mall Gates Developments,General Commercial Shop,180000,monthly,2400,75,30.03534317,31.03427315
70630806,Restaurant,Cairo,Cairo,"Heliopolis - Masr El Gedida, Cairo",Heliopolis - Masr El Gedida,Restaurant,For Rent- 3 Commercial Floors in Heliopolis,General Commercial Shop,350000,monthly,437.5,800,30.11231422,31.34385109
69838738,Restaurant,Giza,Sheikh Zayed,"Arkan Plaza, 26th of July Corridor, Sheikh Zayed City, Giza",Arkan Plaza,Restaurant,Super Lux Restaurant Cafe for Rent Espana Plaza,Cafe / Coffee Shop,300000,monthly,1000,300,30.02527237,30.99436188
67741389,Restaurant,Giza,6Th Of October,"Golf Central, Cairo Alexandria Desert Road, 6 October City, Giza",Golf Central,Restaurant,Food & Beverages for rent in Golf central Palm hil,General Commercial Shop,534000,monthly,3401.27,157,29.99622154,31.03798866
67741390,Restaurant,Giza,Sheikh Zayed,"The Lane, 26th of July Corridor, Sheikh Zayed City, Giza",The Lane,Restaurant,Very Prime Location restaurant  For Rent In lane,Restaurant,285000,monthly,1500,190,30.01826477,31.0098362
61445111,Restaurant,Giza,6Th Of October,"Golf Central, Cairo Alexandria Desert Road, 6 October City, Giza",Golf Central,Restaurant,Food & Beverages for rent in Golf central Palm hil,General Commercial Shop,534000,monthly,3401.27,157,29.99622154,31.03798866
70371180,Restaurant,Giza,Sheikh Zayed,"Zayed Dunes, 6th District, Sheikh Zayed City, Giza",Zayed Dunes,Restaurant,coffee for rent in zayed Dunes,Cafe / Coffee Shop,100000,monthly,884.96,113,30.04056549,30.99054337
8466876,Restaurant,Giza,6Th Of October,"Golf Central, Cairo Alexandria Desert Road, 6 October City, Giza",Golf Central,Restaurant,Food & Beverages for rent in Golf central Palm hil,General Commercial Shop,492000,monthly,3617.65,136,29.99622154,31.03798866
59486775,Restaurant,Cairo,Cairo,"Al Hegaz St., Roxy, Heliopolis - Masr El Gedida, Cairo",Al Hegaz St.,Restaurant,Prime Location 550sqm  | 35m Facade | Banking Hub,General Commercial Shop,500000,monthly,909.09,550,30.09731865,31.32023621
7514798,Restaurant,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Restaurant,"Two-story restaurant, distinguished location",Restaurant,55000,monthly,1000,55,30.01637077,30.97507668
68270095,Restaurant,Giza,Sheikh Zayed,"Arkan Palm 205, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Arkan Palm 205,Restaurant,„∑⁄„ £à É«›Ìá ··•ÌÃ«— ›Ì 205 - ®—«Ì„ ·àÉÌ‘Ü ®Ãà«—,General Commercial Shop,462000,monthly,3000,154,30.02070427,31.00530624
8494093,Restaurant,Cairo,Cairo,"Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",Al Nozha St.,Restaurant,„É ® 250 „ à«Ãáá „„Ì“á „µ— «·ÃØÌØá,General Commercial Shop,70000,monthly,280,250,30.09337807,31.34216881
8092367,Restaurant,Cairo,Cairo,"Abd Al Hamid Badawy St., El Hegaz Square, El Nozha, Cairo",Abd Al Hamid Badawy St.,Restaurant,··«ÌÃ«— „Õ·  Ã«—Ï Ìµ·Õ Ã„Ì⁄ «·£Ü‘∑© ›Ï „µ— «·ÃØÌØá,General Commercial Shop,150000,monthly,405.41,370,30.11514664,31.34381485
68265365,Restaurant,Cairo,Cairo,"Al Sayed Al Marghany St., Almazah, Heliopolis - Masr El Gedida, Cairo",Al Sayed Al Marghany St.,Restaurant,„∑⁄„ ··«ÌÃ«— ‘«—⁄ «·”ÌØ «·„Ì—∫ÜÌ „µ— «·ÃØÌØ©,General Commercial Shop,70000,monthly,1000,70,30.08694458,31.3350544
72171423,Restaurant,Cairo,Cairo,"Downtown, Cairo",Downtown,Restaurant,ÉàØ 252 ··®—ÜØ«  à«·„∑«⁄„ «·‘áÌ—á „∑⁄„ „—Œµ 600„ —,General Commercial Shop,350000,monthly,583.33,600,30.11816788,31.33211708
55499871,Restaurant,Cairo,Cairo,"Downtown, Cairo",Downtown,Restaurant,ÉàØ 246 „∑⁄„ „—Œµ ··«ÌÃ«— Œ∑à«  „Ü ∑·⁄  Õ—® 80 „ —,General Commercial Shop,150000,monthly,1875,80,30.11816788,31.33211708
53733029,Restaurant,Cairo,New Cairo,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",South Teseen St.,Restaurant,„à·  Ã«—Ì ··•ÌÃ«— ›—µá «” ´„«—Ì© „„Ì“©,General Commercial Shop,800000,monthly,646.73,1237,29.96693993,31.54563713
71650157,Restaurant,Giza,Giza,"6 October City, Giza",6 October City,Restaurant,„∑⁄„ „›—à‘ ··«ÌÃ«— ⁄·Ì àµ·© Øá‘à— «·‘ÌŒ “«ÌØ,General Commercial Shop,300000,monthly,697.67,430,29.95790863,30.91575813
73774241,Cafe,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Cafeteria,Cafe for rent-220m-Ground-Gamal Abdel Nasser Axis,Cafe / Coffee Shop,264000,monthly,1200,220,29.97930145,31.43766022
73506423,Cafe,Cairo,New Cairo,"Gamal Abdel Nasser Axis, The 3rd Settlement, New Cairo City, Cairo",Gamal Abdel Nasser Axis,Cafeteria,Cafe for rent-200m-First-Gamal Abdel Nasser Axis,Cafe / Coffee Shop,200000,monthly,1000,200,29.97930145,31.43766022
73775145,Cafe,Cairo,New Cairo,"Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Mohamed Naguib Axis,Cafeteria,Cafe for rent-175m-Ground-Mohamed Naguib Axis,Cafe / Coffee Shop,194250,monthly,1110,175,30.03008652,31.47473145
73775044,Cafe,Cairo,New Cairo,"Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Mohamed Naguib Axis,Cafeteria,Cafe for rent-200m-Ground-Mohamed Naguib Axis,Cafe / Coffee Shop,300000,monthly,1500,200,30.03008652,31.47473145
73775003,Cafe,Cairo,New Cairo,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",South Teseen St.,Cafeteria,Cafe for rent-150m-Ground-South 90th Street,Cafe / Coffee Shop,176250,monthly,1175,150,29.96693993,31.54563713
73506556,Cafe,Cairo,New Cairo,"Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Mohamed Naguib Axis,Cafeteria,Cafe for rent-200m-Ground-Mohamed Naguib Axis,Cafe / Coffee Shop,260000,monthly,1300,200,30.03008652,31.47473145
73506403,Cafe,Cairo,New Cairo,"90 Street, The 5th Settlement, New Cairo City, Cairo",90 Street,Cafeteria,Cafe for rent-145m-Ground- 90th Street,Cafe / Coffee Shop,150075,monthly,1035,145,30.03070068,31.4666729
73241532,Cafe,Cairo,New Cairo,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",South Teseen St.,Cafeteria,Cafe for rent-150m-First-South 90th Street,Cafe / Coffee Shop,176250,monthly,1175,150,29.96693993,31.54563713
73241449,Cafe,Cairo,New Cairo,"Mohamed Naguib Axis, North Investors Area, New Cairo City, Cairo",Mohamed Naguib Axis,Cafeteria,Cafe for rent-200m-Ground-Mohamed Naguib Axis,Cafe / Coffee Shop,240000,monthly,1200,200,30.03008652,31.47473145
71909893,Cafe,Cairo,Shorouk,"Al Ismailia Road, Shorouk City, Cairo",Al Ismailia Road,Cafeteria,Shop for rent on the Ismailia Road Prime location,General Commercial Shop,28500,monthly,401.41,71,30.12756348,31.66550255
71909894,Cafe,Qalyubia,Obour,"Al Obour Road, Obour Market, Obour City, Qalyubia",Al Obour Road,Cafeteria,Shop suitable for all activities for rent !,General Commercial Shop,16500,monthly,402.44,41,30.16981888,31.47545242
70092447,Cafe,Cairo,New Cairo,"V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",V90,Cafeteria,Restaurant or Cafe for Rent North 90th Street,Cafe / Coffee Shop,95000,monthly,1727.27,55,30.07310104,31.53912735
69836339,Cafe,Cairo,New Cairo,"Central New Cairo, North Teseen St., The 5th Settlement, New Cairo City, Cairo",Central New Cairo,Cafeteria,Cafe 350m Finished - For Rent - North 90th Street,Cafe / Coffee Shop,540000,monthly,1542.86,350,30.02715492,31.47325516
69836036,Cafe,Cairo,New Cairo,"One Ninety Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",One Ninety Mall,Cafeteria,Cafe 250m≤ - For Rent - South 90th Street,Cafe / Coffee Shop,360000,monthly,1440,250,30.0146637,31.40620613
69563986,Cafe,Giza,6Th Of October,"Hale Town, 6 October City, Giza",Hale Town,Cafeteria,Retail Shop 178 sqm for Rent - hale town - palm hi,General Commercial Shop,300000,monthly,1685.39,178,29.99322891,31.04472733
69560555,Cafe,Cairo,New Cairo,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",North Teseen St.,Cafeteria,Shop for rent Indoor 370m Outdoor120m North 90th,General Commercial Shop,1225000,monthly,2500,490,30.07310104,31.53912735
58249259,Cafe,Giza,6Th Of October,"Waslet Dahshur Road, Green Belt, 6 October City, Giza",Waslet Dahshur Road,Cafeteria,Shop 75 m For Rent Fully Finished Waslet Dahshour,General Commercial Shop,140000,monthly,1866.67,75,30.0401535,30.95470238
53978962,Cafe,Giza,6Th Of October,"Smart Village, Cairo Alexandria Desert Road, 6 October City, Giza",Smart Village,Cafeteria,Commercial Shop for Rent in the Financial District,General Commercial Shop,55000,monthly,873.02,63,30.07316017,31.01787376
8313363,Cafe,Giza,Sheikh Zayed,"Walk of Cairo, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Walk of Cairo,Cafeteria,Launch your Project in Sheikh Zayed Immediately,General Commercial Shop,169000,monthly,1300,130,30.07733917,30.95166206
69563249,Cafe,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Cafeteria,"Cafe for rent, Waslet Dahshur, furnished deal",Cafe / Coffee Shop,300000,monthly,714.29,420,30.01637077,30.97507668
72705991,Cafe,Cairo,Madinaty,"Privado, Madinaty, Cairo",Privado,Cafeteria,63m≤ Shop for Rent in Madinaty - Prime Location,General Commercial Shop,111000,monthly,1761.9,63,30.09193611,31.66517448
58991061,Cafe,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Cafeteria,"Fully equipped cafe, 315m for rent on the Dahshur",Cafe / Coffee Shop,140000,monthly,444.44,315,30.01637077,30.97507668
69571601,Cafe,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Cafeteria,420m Cafe or restraunt for rent Waslet Dahshour,Cafe / Coffee Shop,300000,monthly,714.29,420,30.01637077,30.97507668
56987854,Cafe,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Cafeteria,"Partition for rent in Cloud 5ive Mall,",General Commercial Shop,50000,monthly,4166.67,12,30.01637077,30.97507668
51076534,Cafe,Giza,6Th Of October,"South Dahshur Link, 6 October City, Giza",South Dahshur Link,Cafeteria,Finish Cafe &restaurant for rent on Waslet Dahshur,Cafe / Coffee Shop,140000,monthly,444.44,315,29.90603256,30.95233727
73504140,Cafe,Cairo,Cairo,"Al Merghany St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",Al Merghany St.,Cafeteria,„∑⁄„ àÉ«›Ìá ®—«Ì„ ·àÉÌ‘Ü „µ— «·ÃØÌØ©,General Commercial Shop,250000,monthly,714.29,350,30.08560371,31.33380699
73227400,Cafe,Alexandria,Alexandria,"Kafr Abdo St., Kafr Abdo, Roushdy, Hay Sharq, Alexandria",Kafr Abdo St.,Cafeteria,··•ÌÃ«— É«›Ìá „Ãá“ ®«·É«„· ›Ì £—ÇÏ „Ü«∑Ç É›— ⁄®Øá,General Commercial Shop,220000,monthly,846.15,260,31.22667885,29.95206261
58250211,Cafe,Giza,Sheikh Zayed,"Waslet Dahshur Road, Sheikh Zayed City, Giza",Waslet Dahshur Road,Cafeteria,„Õ· ··«ÌÃ«— ⁄·Ì àµ·© Øá‘à— „®«‘—© «·‘ÌŒ “«ÌØ,General Commercial Shop,150000,monthly,2000,75,30.01637077,30.97507668
62883866,Cafe,Cairo,Cairo,"Downtown, Cairo",Downtown,Cafeteria,CODE249DT ··«ÌÃ«— 500„ Øà—ÌÜ É«›Ìá ”Ì«ÕÏ ®«·Õ”ÌÜ,General Commercial Shop,300000,monthly,600,500,30.11816788,31.33211708
59492413,Cafe,Cairo,Cairo,"Downtown, Cairo",Downtown,Cafeteria,CODE247DT··«ÌÃ«— 400„ Øà—ÌÜ É«› —Ì« «à „∑⁄„ ®à”∑ «,General Commercial Shop,150000,monthly,375,400,30.11816788,31.33211708
8146866,Cafe,Alexandria,Alexandria,"Al Geish Road, Glim, Hay Sharq, Alexandria",Al Geish Road,Cafeteria,„Õ· ··«ÌÃ«— 153„ Ã·Ì„ - ®Õ— „®«‘—,General Commercial Shop,200000,monthly,1307.19,153,31.27973747,30.00946999
7186300,Cafe,Cairo,Cairo,"Al Horeya St., Almazah, Heliopolis - Masr El Gedida, Cairo",Al Horeya St.,Cafeteria,ÉÌà”É ··«ÌÃ«— 35 „ — „µ— «·ÃØÌØá,General Commercial Shop,40000,monthly,1142.86,35,30.08721352,31.33670616
61190248,Cafe,Cairo,Downtown,"Qasr El Nil, Downtown, Cairo",Qasr El Nil,Cafeteria,„É ® _ ‘Çá (  µ·Õ àà—É”®Ì” )  ‘«—⁄ ‘—Ì›  à”∑ «·®·Ø,General Commercial Shop,35000,monthly,116.67,300,30.04229164,31.22478485
8699849,Cafe,Giza,Giza,"Dokki, Giza",Dokki,Cafeteria,É«›Ìá ··«ÌÃ«— 150 „ — ®«·›—‘ à«·«Ãá“© à«· ÉÌÌ›« ,General Commercial Shop,120000,monthly,800,150,30.03778839,31.21248055
71918581,Retail_Space,Cairo,New Cairo,"Three Sixty, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Three Sixty,Retail,Undermarket Price Retail For Rent Three Sixty,General Commercial Shop,156000,monthly,2000,78,30.02776146,31.55291557
72979188,Retail_Space,Giza,Sheikh Zayed,"Park St., 26th of July Corridor, Sheikh Zayed City, Giza",Park St.,Retail,Commercial areas at 26 of July corridor direct,General Commercial Shop,100000,monthly,666.67,150,30.0257206,31.01082802
67729991,Retail_Space,Cairo,New Cairo,"Three Sixty, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Three Sixty,Retail,Restaurant for rent at Three Sixty New Cairo,Restaurant,426000,monthly,3328.12,128,30.02776146,31.55291557
68786240,Retail_Space,Cairo,New Cairo,"Hyde Park Business District Mall, South Teseen St., The 5th Settlement, New Cairo City, Cairo",Hyde Park Business District Mall,Retail,Office Corner Unit Rent Finished With a Prime View,General Commercial Shop,125000,monthly,1000,125,29.97372246,31.54414177
69828915,Retail_Space,Cairo,Cairo,"Al Tayaran St., Rabaa Al Adaweyah, Nasr City, Cairo",Al Tayaran St.,Retail,luxurious Retail Finished Nasr City Tayaran Rent,General Commercial Shop,850000,monthly,708.33,1200,30.06977272,31.32452393
70104086,Retail_Space,Cairo,New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Lake View Residence,Retail,Lake Town-Unique Luxury Office63m Special Location,General Commercial Shop,75600,monthly,1200,63,30.02614594,31.53697395
66950466,Retail_Space,Cairo,New Cairo,"North Plus Mall, North Teseen St., The 5th Settlement, New Cairo City, Cairo",North Plus Mall,Retail,Retail for rent 144m+55m Ground on north90,General Commercial Shop,295000,monthly,2048.61,144,30.02834511,31.4812088
62404951,Retail_Space,Cairo,New Cairo,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Eastown,Retail,EDNC-Stylish Office 238m Semi Furnished For Rent,General Commercial Shop,380000,monthly,1520,250,30.01116943,31.51611519
68270632,Retail_Space,Cairo,New Cairo,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Village Gardens Katameya,Retail,Retail F&B For Big Brands At Very Prime Location,General Commercial Shop,395000,monthly,1507.63,262,30.03885269,31.54624748
70103148,Retail_Space,Cairo,Cairo,"Stoda, Sheraton Al Matar, El Nozha, Cairo",Stoda,Retail,Prime retail space at stoda direct l saqaah street,General Commercial Shop,330000,monthly,1500,220,30.08880806,31.37830162
69826666,Retail_Space,Cairo,Cairo,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",Al Laselky St.,Retail,Retail Rent EL Maadi LaSilki Street Finished,General Commercial Shop,50000,monthly,400,125,29.97350121,31.2808342
70104868,Retail_Space,Cairo,New Cairo,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",Cairo Business Plaza,Retail,Cairo Business Plaza-Modern Office45m+ACs For Rent,General Commercial Shop,40000,monthly,888.89,45,30.02800751,31.48759079
66950524,Retail_Space,Cairo,New Cairo,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",Trivium Business Complex,Retail,Retail for rent 950m+350m Ground on north90,General Commercial Shop,1800000,monthly,1894.74,950,30.02809715,31.4862957
62646974,Retail_Space,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Retail,"Commercial shop for rent, 107 sq m, Ritzy Mall, Sh",General Commercial Shop,130000,monthly,1214.95,107,30.03129959,30.99361992
66436727,Retail_Space,Giza,Sheikh Zayed,"Ritzy, Al Shabab St., Sheikh Zayed City, Giza",Ritzy,Retail,Retail 65 Meters for Rent - Main Frontage,General Commercial Shop,117180,monthly,1802.77,65,30.03129959,30.99361992
74038793,Retail_Space,Cairo,New Cairo,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Village Gardens Katameya,Retail,F&B for rent at Village katamya -alahly club,General Commercial Shop,400000,monthly,1526.72,262,30.03885269,31.54624748
74038630,Retail_Space,Cairo,Cairo,"Al Nasr St., El Laselky, New Maadi, Hay El Maadi, Cairo",Al Nasr St.,Retail,Fully Finishing Retail for rent or sale at Maadi,General Commercial Shop,100000,monthly,625,160,29.97792435,31.28835106
74037809,Retail_Space,Cairo,Cairo,"Makram Ebeid St., 6th Zone, Nasr City, Cairo",Makram Ebeid St.,Retail,Shop for rent indoor and outdoor space,General Commercial Shop,85000,monthly,531.25,160,30.0675106,31.34418106
74037516,Retail_Space,Cairo,Cairo,"Abbas Al Akkad St., 1st Zone, Nasr City, Cairo",Abbas Al Akkad St.,Retail,Fully Finished Retail overlooking Abbas El akkad,General Commercial Shop,900000,monthly,620.69,1450,30.06833458,31.3365078
